query_id,batch_index,candidate_count,unique_score_count,all_candidates_tied,scores,candidate_page_ids,cache_hit_this_run,prompt_tokens,completion_tokens
S002-Q033,3,5,1,True,"[0.0, 0.0, 0.0, 0.0, 0.0]","[""893b3ae9-1f94-5436-8c6d-54e200693867"", ""b304ab57-b911-5070-88ba-fca4f39a37e8"", ""5d1eccd0-c642-585e-9c32-5450ef208a4b"", ""ffe3f8c5-2f7a-5645-ac8f-b41d05a11638"", ""8abb5364-9164-5a46-826a-a0fde69d88a8""]",True,2321,219
S002-Q033,4,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"", ""50ece86f-0b7d-5180-8833-108f08b16aa0"", ""37d568b0-90c6-5481-b7d9-e0101fd95e52"", ""9316db54-3f72-5cdc-a8fb-417c4891e307"", ""00ce1b35-d357-53e0-a42e-a8f97d4a07f0""]",True,2127,222
S002-Q035,1,5,5,False,"[90.0, 85.0, 95.0, 80.0, 75.0]","[""a8e549ea-cc7d-5afb-b7c2-2c0086eedcd9"", ""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"", ""03c3981b-3b09-56ca-a545-043c8ff0d240"", ""0c762a14-8087-5bb0-a22d-c86667c2dabe"", ""a6c0000c-f234-59a1-b6e5-1283680d9b77""]",True,2397,222
S002-Q035,2,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""9f1aca79-05a4-5e05-95d1-2323f4c68ed6"", ""6d98ca26-e346-5273-b057-bb7822359930"", ""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"", ""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"", ""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e""]",True,2137,222
S002-Q035,3,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""893b3ae9-1f94-5436-8c6d-54e200693867"", ""5d1eccd0-c642-585e-9c32-5450ef208a4b"", ""b304ab57-b911-5070-88ba-fca4f39a37e8"", ""9316db54-3f72-5cdc-a8fb-417c4891e307"", ""37f703bf-173c-56df-b339-f52774261c6e""]",True,2391,213
S002-Q035,4,5,5,False,"[90.0, 85.0, 80.0, 70.0, 95.0]","[""79860bb6-6010-5ca0-ac81-f4327e2bff44"", ""ceb187fe-1602-54a0-9ed7-224c7816f53e"", ""8abb5364-9164-5a46-826a-a0fde69d88a8"", ""ffe3f8c5-2f7a-5645-ac8f-b41d05a11638"", ""42756865-0f8f-5dcc-a050-6ecec5b828ce""]",True,2127,217
S002-Q039,1,5,5,False,"[90.0, 70.0, 85.0, 95.0, 80.0]","[""b304ab57-b911-5070-88ba-fca4f39a37e8"", ""78a623b8-bff9-5b45-b990-24d74e714f9b"", ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"", ""53002bea-e9ad-5d96-83a5-03522979913a"", ""0c762a14-8087-5bb0-a22d-c86667c2dabe""]",True,2466,214
S002-Q039,2,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""5d1eccd0-c642-585e-9c32-5450ef208a4b"", ""c8f4e926-30e6-5f69-bf75-7901bee08448"", ""9316db54-3f72-5cdc-a8fb-417c4891e307"", ""ffe3f8c5-2f7a-5645-ac8f-b41d05a11638"", ""6d98ca26-e346-5273-b057-bb7822359930""]",True,2281,215
S002-Q039,3,5,5,False,"[70.0, 85.0, 60.0, 75.0, 90.0]","[""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"", ""893b3ae9-1f94-5436-8c6d-54e200693867"", ""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"", ""ceb187fe-1602-54a0-9ed7-224c7816f53e"", ""a8e549ea-cc7d-5afb-b7c2-2c0086eedcd9""]",True,2337,224
S002-Q039,4,5,4,False,"[70.0, 80.0, 75.0, 85.0, 80.0]","[""37d568b0-90c6-5481-b7d9-e0101fd95e52"", ""42756865-0f8f-5dcc-a050-6ecec5b828ce"", ""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"", ""9f71d35e-bf23-5ea1-9ed6-f9fb77b5ea80"", ""37f703bf-173c-56df-b339-f52774261c6e""]",True,2175,217
S002-Q044,1,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""9f1aca79-05a4-5e05-95d1-2323f4c68ed6"", ""37d568b0-90c6-5481-b7d9-e0101fd95e52"", ""e2b1c04d-b6eb-5b03-8271-58604d4e20d3"", ""647fce0c-6320-5a98-819d-50dff3300582"", ""6d98ca26-e346-5273-b057-bb7822359930""]",True,2502,219
S002-Q044,2,5,5,False,"[90.0, 85.0, 70.0, 80.0, 75.0]","[""9316db54-3f72-5cdc-a8fb-417c4891e307"", ""5c22c135-b86e-56a3-83eb-7484d1183dca"", ""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"", ""087338a6-fe85-5c9e-9ce5-15a213fa760e"", ""8abb5364-9164-5a46-826a-a0fde69d88a8""]",True,2434,220
S002-Q044,3,5,5,False,"[95.0, 90.0, 85.0, 80.0, 75.0]","[""893b3ae9-1f94-5436-8c6d-54e200693867"", ""ffe3f8c5-2f7a-5645-ac8f-b41d05a11638"", ""a8e549ea-cc7d-5afb-b7c2-2c0086eedcd9"", ""b304ab57-b911-5070-88ba-fca4f39a37e8"", ""e64218f2-62ce-555a-ba53-f3fd1214e0f7""]",True,2448,220
S002-Q044,4,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""42756865-0f8f-5dcc-a050-6ecec5b828ce"", ""0c762a14-8087-5bb0-a22d-c86667c2dabe"", ""5d1129e6-fe0c-54c2-8a45-a5291b9d4e53"", ""37f703bf-173c-56df-b339-f52774261c6e"", ""c8f4e926-30e6-5f69-bf75-7901bee08448""]",True,2278,216
S002-Q049,1,5,5,False,"[90.0, 85.0, 95.0, 80.0, 75.0]","[""ffe3f8c5-2f7a-5645-ac8f-b41d05a11638"", ""a640b50d-59f1-5355-8579-dc5aea979edb"", ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"", ""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"", ""d728a292-3080-5624-89ff-d8e05d09e8ca""]",True,2356,222
S002-Q049,2,5,5,False,"[90.0, 85.0, 80.0, 95.0, 88.0]","[""e2b1c04d-b6eb-5b03-8271-58604d4e20d3"", ""2dfdba20-c49c-5149-9993-09aa190738c7"", ""647fce0c-6320-5a98-819d-50dff3300582"", ""5c22c135-b86e-56a3-83eb-7484d1183dca"", ""087338a6-fe85-5c9e-9ce5-15a213fa760e""]",True,2580,218
S002-Q049,3,5,5,False,"[90.0, 85.0, 80.0, 75.0, 95.0]","[""b304ab57-b911-5070-88ba-fca4f39a37e8"", ""0c762a14-8087-5bb0-a22d-c86667c2dabe"", ""a8e549ea-cc7d-5afb-b7c2-2c0086eedcd9"", ""893b3ae9-1f94-5436-8c6d-54e200693867"", ""36301016-21e0-53b6-967a-92affd6e0d68""]",True,2576,218
S002-Q049,4,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""0f36d25b-9079-50b7-8631-6c59c16d905b"", ""1489a6a2-1be1-5d95-99ec-ac3f42b06c35"", ""9316db54-3f72-5cdc-a8fb-417c4891e307"", ""78a623b8-bff9-5b45-b990-24d74e714f9b"", ""6d98ca26-e346-5273-b057-bb7822359930""]",True,2369,217
S002-Q052,1,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""647fce0c-6320-5a98-819d-50dff3300582"", ""566e5d08-995e-5a35-9566-2770b6024b5a"", ""e2b1c04d-b6eb-5b03-8271-58604d4e20d3"", ""087338a6-fe85-5c9e-9ce5-15a213fa760e"", ""36301016-21e0-53b6-967a-92affd6e0d68""]",True,2617,221
S002-Q052,2,5,5,False,"[90.0, 85.0, 70.0, 60.0, 80.0]","[""79860bb6-6010-5ca0-ac81-f4327e2bff44"", ""a8e549ea-cc7d-5afb-b7c2-2c0086eedcd9"", ""2dfdba20-c49c-5149-9993-09aa190738c7"", ""78a623b8-bff9-5b45-b990-24d74e714f9b"", ""893b3ae9-1f94-5436-8c6d-54e200693867""]",True,2223,217
S002-Q052,3,5,5,False,"[90.0, 85.0, 95.0, 80.0, 88.0]","[""03cfc256-5474-5a94-b3bd-8ae0e1468cfd"", ""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"", ""8abb5364-9164-5a46-826a-a0fde69d88a8"", ""861902a4-c7d1-5058-ac04-5824babf2b61"", ""d728a292-3080-5624-89ff-d8e05d09e8ca""]",True,2662,220
S002-Q052,4,5,5,False,"[90.0, 85.0, 80.0, 95.0, 88.0]","[""57b8caa3-b46e-50f2-a65a-bb244543b1c3"", ""6d98ca26-e346-5273-b057-bb7822359930"", ""1489a6a2-1be1-5d95-99ec-ac3f42b06c35"", ""5c22c135-b86e-56a3-83eb-7484d1183dca"", ""9f1aca79-05a4-5e05-95d1-2323f4c68ed6""]",True,2552,220
S002-Q055,1,5,5,False,"[90.0, 85.0, 95.0, 80.0, 75.0]","[""087338a6-fe85-5c9e-9ce5-15a213fa760e"", ""03cfc256-5474-5a94-b3bd-8ae0e1468cfd"", ""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"", ""647fce0c-6320-5a98-819d-50dff3300582"", ""57600f18-283a-5f61-bf9e-7a48d4f8d3c5""]",True,2478,222
S002-Q055,2,5,5,False,"[90.0, 85.0, 70.0, 75.0, 60.0]","[""79860bb6-6010-5ca0-ac81-f4327e2bff44"", ""53002bea-e9ad-5d96-83a5-03522979913a"", ""2dfdba20-c49c-5149-9993-09aa190738c7"", ""566e5d08-995e-5a35-9566-2770b6024b5a"", ""8dcae915-8670-5f3e-802c-be0b10d761fa""]",True,2385,213
S002-Q055,3,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""4061a539-8cec-524a-9a35-60f71e908abb"", ""2e583969-bc65-5074-a7fe-0424438cd092"", ""8abb5364-9164-5a46-826a-a0fde69d88a8"", ""0c762a14-8087-5bb0-a22d-c86667c2dabe"", ""893b3ae9-1f94-5436-8c6d-54e200693867""]",True,2439,213
S002-Q055,4,5,5,False,"[100.0, 90.0, 95.0, 85.0, 80.0]","[""d728a292-3080-5624-89ff-d8e05d09e8ca"", ""f70d87dd-c4b9-59de-a761-869308b1818b"", ""9f1aca79-05a4-5e05-95d1-2323f4c68ed6"", ""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"", ""ffe3f8c5-2f7a-5645-ac8f-b41d05a11638""]",True,2288,222
S002-Q056,1,5,5,False,"[85.0, 70.0, 90.0, 75.0, 80.0]","[""087338a6-fe85-5c9e-9ce5-15a213fa760e"", ""8dcae915-8670-5f3e-802c-be0b10d761fa"", ""e2b1c04d-b6eb-5b03-8271-58604d4e20d3"", ""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"", ""2dfdba20-c49c-5149-9993-09aa190738c7""]",True,2438,222
S002-Q056,2,5,5,False,"[90.0, 85.0, 95.0, 80.0, 75.0]","[""647fce0c-6320-5a98-819d-50dff3300582"", ""9f1aca79-05a4-5e05-95d1-2323f4c68ed6"", ""893b3ae9-1f94-5436-8c6d-54e200693867"", ""861902a4-c7d1-5058-ac04-5824babf2b61"", ""36301016-21e0-53b6-967a-92affd6e0d68""]",True,2603,219
S002-Q056,3,5,5,False,"[85.0, 90.0, 80.0, 75.0, 70.0]","[""9316db54-3f72-5cdc-a8fb-417c4891e307"", ""03cfc256-5474-5a94-b3bd-8ae0e1468cfd"", ""0c762a14-8087-5bb0-a22d-c86667c2dabe"", ""53002bea-e9ad-5d96-83a5-03522979913a"", ""5c22c135-b86e-56a3-83eb-7484d1183dca""]",True,2728,215
S002-Q056,4,5,5,False,"[90.0, 85.0, 95.0, 70.0, 80.0]","[""d728a292-3080-5624-89ff-d8e05d09e8ca"", ""b304ab57-b911-5070-88ba-fca4f39a37e8"", ""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"", ""78a623b8-bff9-5b45-b990-24d74e714f9b"", ""2e583969-bc65-5074-a7fe-0424438cd092""]",True,2309,213
S002-Q063,1,5,5,False,"[100.0, 90.0, 80.0, 70.0, 60.0]","[""5490b9a4-3ee1-5d2c-913f-1fb3ae921f10"", ""a2f4bee5-f836-545e-8197-d79f3f2d284c"", ""79860bb6-6010-5ca0-ac81-f4327e2bff44"", ""566e5d08-995e-5a35-9566-2770b6024b5a"", ""36301016-21e0-53b6-967a-92affd6e0d68""]",True,2562,221
S002-Q063,2,5,5,False,"[70.0, 80.0, 75.0, 85.0, 90.0]","[""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"", ""2e583969-bc65-5074-a7fe-0424438cd092"", ""d04ea023-63be-523c-b994-bdc3c3fd0ae4"", ""647fce0c-6320-5a98-819d-50dff3300582"", ""893b3ae9-1f94-5436-8c6d-54e200693867""]",True,2688,214
S002-Q063,3,5,5,False,"[90.0, 95.0, 85.0, 80.0, 75.0]","[""3549589e-05fe-5631-9385-5379f8dd4396"", ""8abb5364-9164-5a46-826a-a0fde69d88a8"", ""d728a292-3080-5624-89ff-d8e05d09e8ca"", ""166328f1-a89c-5b18-8a53-02ac909e0849"", ""03cfc256-5474-5a94-b3bd-8ae0e1468cfd""]",True,2586,215
S002-Q063,4,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""a8e549ea-cc7d-5afb-b7c2-2c0086eedcd9"", ""6d98ca26-e346-5273-b057-bb7822359930"", ""ffe3f8c5-2f7a-5645-ac8f-b41d05a11638"", ""861902a4-c7d1-5058-ac04-5824babf2b61"", ""9f1aca79-05a4-5e05-95d1-2323f4c68ed6""]",True,2461,218
S002-Q065,1,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""a2f4bee5-f836-545e-8197-d79f3f2d284c"", ""94326378-5fde-5bb5-85fb-a77991b3ac6c"", ""166328f1-a89c-5b18-8a53-02ac909e0849"", ""3549589e-05fe-5631-9385-5379f8dd4396"", ""647fce0c-6320-5a98-819d-50dff3300582""]",True,2466,214
S002-Q065,2,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"", ""566e5d08-995e-5a35-9566-2770b6024b5a"", ""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"", ""2e583969-bc65-5074-a7fe-0424438cd092"", ""d04ea023-63be-523c-b994-bdc3c3fd0ae4""]",True,2643,220
S002-Q065,3,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""2dfdba20-c49c-5149-9993-09aa190738c7"", ""90f899e0-16f7-540e-9302-625439620445"", ""36301016-21e0-53b6-967a-92affd6e0d68"", ""5490b9a4-3ee1-5d2c-913f-1fb3ae921f10"", ""893b3ae9-1f94-5436-8c6d-54e200693867""]",True,2517,217
S002-Q065,4,5,5,False,"[90.0, 70.0, 60.0, 50.0, 80.0]","[""d728a292-3080-5624-89ff-d8e05d09e8ca"", ""a8e549ea-cc7d-5afb-b7c2-2c0086eedcd9"", ""f176798e-99a6-575c-b7a4-f45d3d408206"", ""79860bb6-6010-5ca0-ac81-f4327e2bff44"", ""8dcae915-8670-5f3e-802c-be0b10d761fa""]",True,2376,216
S002-Q066,1,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""166328f1-a89c-5b18-8a53-02ac909e0849"", ""3549589e-05fe-5631-9385-5379f8dd4396"", ""a2f4bee5-f836-545e-8197-d79f3f2d284c"", ""94326378-5fde-5bb5-85fb-a77991b3ac6c"", ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270""]",True,2544,217
S002-Q066,2,5,5,False,"[100.0, 80.0, 90.0, 70.0, 60.0]","[""d04ea023-63be-523c-b994-bdc3c3fd0ae4"", ""647fce0c-6320-5a98-819d-50dff3300582"", ""36301016-21e0-53b6-967a-92affd6e0d68"", ""2e583969-bc65-5074-a7fe-0424438cd092"", ""1489a6a2-1be1-5d95-99ec-ac3f42b06c35""]",True,2578,214
S002-Q066,3,5,5,False,"[95.0, 90.0, 85.0, 80.0, 75.0]","[""323c7c4f-02b6-5801-9c72-3623423fb3c6"", ""5490b9a4-3ee1-5d2c-913f-1fb3ae921f10"", ""90f899e0-16f7-540e-9302-625439620445"", ""f176798e-99a6-575c-b7a4-f45d3d408206"", ""8dcae915-8670-5f3e-802c-be0b10d761fa""]",True,2400,219
S002-Q066,4,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"", ""79860bb6-6010-5ca0-ac81-f4327e2bff44"", ""566e5d08-995e-5a35-9566-2770b6024b5a"", ""a56a2b47-0045-5d3d-952d-ef79edf44e4a"", ""893b3ae9-1f94-5436-8c6d-54e200693867""]",True,2476,225
S002-Q070,1,5,1,True,"[90.0, 90.0, 90.0, 90.0, 90.0]","[""3549589e-05fe-5631-9385-5379f8dd4396"", ""94326378-5fde-5bb5-85fb-a77991b3ac6c"", ""166328f1-a89c-5b18-8a53-02ac909e0849"", ""323c7c4f-02b6-5801-9c72-3623423fb3c6"", ""5490b9a4-3ee1-5d2c-913f-1fb3ae921f10""]",True,2421,220
S002-Q070,2,5,5,False,"[90.0, 85.0, 80.0, 95.0, 75.0]","[""03cfc256-5474-5a94-b3bd-8ae0e1468cfd"", ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"", ""a2f4bee5-f836-545e-8197-d79f3f2d284c"", ""d04ea023-63be-523c-b994-bdc3c3fd0ae4"", ""647fce0c-6320-5a98-819d-50dff3300582""]",True,2776,218
S002-Q070,3,5,5,False,"[90.0, 85.0, 95.0, 80.0, 75.0]","[""95dce1c8-76eb-5c10-b622-b77e03c00526"", ""9f5d73d5-494c-575c-aba9-157919723349"", ""893b3ae9-1f94-5436-8c6d-54e200693867"", ""235cb91c-034a-5c73-9bd4-32f5b41e13d7"", ""2e583969-bc65-5074-a7fe-0424438cd092""]",True,2390,214
S002-Q070,4,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""90f899e0-16f7-540e-9302-625439620445"", ""e2b1c04d-b6eb-5b03-8271-58604d4e20d3"", ""8abb5364-9164-5a46-826a-a0fde69d88a8"", ""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"", ""36301016-21e0-53b6-967a-92affd6e0d68""]",True,2488,223
S003-Q007,1,3,1,True,"[100.0, 100.0, 100.0]","[""3039ff9a-80a9-534e-bac6-7b97cc24a926"", ""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"", ""54c53e7a-2b68-5849-a196-571fccaa0ac3""]",True,1892,137
S003-Q011,1,5,2,False,"[0.0, 100.0, 0.0, 0.0, 0.0]","[""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"", ""3039ff9a-80a9-534e-bac6-7b97cc24a926"", ""ff050426-ccc1-5faa-8b70-2b3eedf5209b"", ""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"", ""914dcda3-55d6-504a-9159-f6f54938f31f""]",True,2720,221
S003-Q011,2,2,1,True,"[100.0, 100.0]","[""60bc0fda-17d1-5475-9f92-6434dee83888"", ""54c53e7a-2b68-5849-a196-571fccaa0ac3""]",True,1389,93
S003-Q013,1,5,5,False,"[95.0, 90.0, 85.0, 80.0, 75.0]","[""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"", ""6acea1bf-012f-53f4-bac8-545da6e86a3e"", ""ff050426-ccc1-5faa-8b70-2b3eedf5209b"", ""3039ff9a-80a9-534e-bac6-7b97cc24a926"", ""914dcda3-55d6-504a-9159-f6f54938f31f""]",True,2797,219
S003-Q013,2,4,4,False,"[95.0, 90.0, 60.0, 85.0]","[""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"", ""54c53e7a-2b68-5849-a196-571fccaa0ac3"", ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"", ""60bc0fda-17d1-5475-9f92-6434dee83888""]",True,2243,180
S003-Q014,1,5,5,False,"[95.0, 60.0, 70.0, 65.0, 50.0]","[""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"", ""49d340b2-23e8-5b2c-abec-13dbe4b21de7"", ""ff050426-ccc1-5faa-8b70-2b3eedf5209b"", ""54c53e7a-2b68-5849-a196-571fccaa0ac3"", ""3039ff9a-80a9-534e-bac6-7b97cc24a926""]",True,2901,222
S003-Q014,2,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""914dcda3-55d6-504a-9159-f6f54938f31f"", ""6acea1bf-012f-53f4-bac8-545da6e86a3e"", ""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"", ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"", ""60bc0fda-17d1-5475-9f92-6434dee83888""]",True,2648,221
S003-Q021,1,5,5,False,"[95.0, 30.0, 20.0, 40.0, 25.0]","[""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"", ""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"", ""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"", ""49d340b2-23e8-5b2c-abec-13dbe4b21de7"", ""914dcda3-55d6-504a-9159-f6f54938f31f""]",True,2538,225
S003-Q021,2,5,5,False,"[20.0, 90.0, 85.0, 95.0, 70.0]","[""cee54426-e3ab-5ae2-aaab-81de729e05f3"", ""1b59ffe6-5fba-511e-b39a-6529e998d6ca"", ""ff050426-ccc1-5faa-8b70-2b3eedf5209b"", ""54c53e7a-2b68-5849-a196-571fccaa0ac3"", ""3039ff9a-80a9-534e-bac6-7b97cc24a926""]",True,2816,218
S003-Q021,3,5,5,False,"[95.0, 90.0, 60.0, 85.0, 80.0]","[""60bc0fda-17d1-5475-9f92-6434dee83888"", ""6acea1bf-012f-53f4-bac8-545da6e86a3e"", ""3bd00881-7f00-5756-9420-0d2f71ecdc25"", ""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc""]",True,2550,219
S003-Q021,4,2,2,False,"[85.0, 90.0]","[""3446dbc5-5d91-5f49-a1fe-1d68979506a4"", ""c2e23686-4871-5c9c-952e-5ac662b6d9bb""]",True,1048,95
S003-Q022,1,5,5,False,"[100.0, 80.0, 90.0, 70.0, 85.0]","[""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"", ""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"", ""bd6d22da-10ea-5784-b308-d3f5d1f57469"", ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"", ""49d340b2-23e8-5b2c-abec-13dbe4b21de7""]",True,2330,225
S003-Q022,2,5,2,False,"[0.0, 100.0, 0.0, 0.0, 0.0]","[""25fd6ff3-e933-563b-baa2-5722e21d26fc"", ""1b59ffe6-5fba-511e-b39a-6529e998d6ca"", ""c2e23686-4871-5c9c-952e-5ac662b6d9bb"", ""3bd00881-7f00-5756-9420-0d2f71ecdc25"", ""cee54426-e3ab-5ae2-aaab-81de729e05f3""]",True,2353,218
S003-Q022,3,5,5,False,"[100.0, 60.0, 80.0, 40.0, 70.0]","[""ff050426-ccc1-5faa-8b70-2b3eedf5209b"", ""3446dbc5-5d91-5f49-a1fe-1d68979506a4"", ""6acea1bf-012f-53f4-bac8-545da6e86a3e"", ""3039ff9a-80a9-534e-bac6-7b97cc24a926"", ""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919""]",True,2650,221
S003-Q022,4,3,1,True,"[100.0, 100.0, 100.0]","[""914dcda3-55d6-504a-9159-f6f54938f31f"", ""54c53e7a-2b68-5849-a196-571fccaa0ac3"", ""60bc0fda-17d1-5475-9f92-6434dee83888""]",True,1929,134
S003-Q026,1,5,5,False,"[95.0, 90.0, 85.0, 80.0, 75.0]","[""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"", ""78d45bb9-9e17-532c-ac94-a233f3897490"", ""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"", ""1b59ffe6-5fba-511e-b39a-6529e998d6ca"", ""49d340b2-23e8-5b2c-abec-13dbe4b21de7""]",True,2622,222
S003-Q026,2,5,5,False,"[95.0, 60.0, 70.0, 50.0, 40.0]","[""bd6d22da-10ea-5784-b308-d3f5d1f57469"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"", ""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"", ""3bd00881-7f00-5756-9420-0d2f71ecdc25"", ""c2e23686-4871-5c9c-952e-5ac662b6d9bb""]",True,2166,229
S003-Q026,3,5,5,False,"[100.0, 80.0, 90.0, 70.0, 85.0]","[""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc"", ""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"", ""60bc0fda-17d1-5475-9f92-6434dee83888"", ""cee54426-e3ab-5ae2-aaab-81de729e05f3""]",True,2454,219
S003-Q026,4,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""3039ff9a-80a9-534e-bac6-7b97cc24a926"", ""3446dbc5-5d91-5f49-a1fe-1d68979506a4"", ""8319fad1-425d-545c-8ef3-4df0fdc3b11d"", ""ff050426-ccc1-5faa-8b70-2b3eedf5209b"", ""54c53e7a-2b68-5849-a196-571fccaa0ac3""]",True,2640,221
S003-Q028,1,5,5,False,"[90.0, 70.0, 85.0, 80.0, 75.0]","[""78d45bb9-9e17-532c-ac94-a233f3897490"", ""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"", ""49d340b2-23e8-5b2c-abec-13dbe4b21de7"", ""f72f3149-1377-5599-b08d-64731562b90f"", ""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2""]",True,2526,220
S003-Q028,2,5,5,False,"[30.0, 90.0, 85.0, 40.0, 75.0]","[""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"", ""bd6d22da-10ea-5784-b308-d3f5d1f57469"", ""c96d749e-7c02-5289-ab48-fd03586dd5b1"", ""1b59ffe6-5fba-511e-b39a-6529e998d6ca"", ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33""]",True,2237,219
S003-Q028,3,5,5,False,"[30.0, 40.0, 50.0, 20.0, 60.0]","[""3bd00881-7f00-5756-9420-0d2f71ecdc25"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc"", ""c2e23686-4871-5c9c-952e-5ac662b6d9bb"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"", ""cee54426-e3ab-5ae2-aaab-81de729e05f3""]",True,2216,226
S003-Q028,4,5,5,False,"[30.0, 90.0, 60.0, 50.0, 70.0]","[""8319fad1-425d-545c-8ef3-4df0fdc3b11d"", ""ff050426-ccc1-5faa-8b70-2b3eedf5209b"", ""6acea1bf-012f-53f4-bac8-545da6e86a3e"", ""3446dbc5-5d91-5f49-a1fe-1d68979506a4"", ""3039ff9a-80a9-534e-bac6-7b97cc24a926""]",True,2510,221
S003-Q033,1,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""78d45bb9-9e17-532c-ac94-a233f3897490"", ""1b59ffe6-5fba-511e-b39a-6529e998d6ca"", ""49d340b2-23e8-5b2c-abec-13dbe4b21de7"", ""cee54426-e3ab-5ae2-aaab-81de729e05f3"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc""]",True,2559,215
S003-Q033,2,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"", ""4ed05884-3478-5a91-a63f-3067fd41956d"", ""3bd00881-7f00-5756-9420-0d2f71ecdc25"", ""c2e23686-4871-5c9c-952e-5ac662b6d9bb"", ""7a6c2c70-6d05-5a6d-9a53-32d92efee826""]",True,2450,224
