comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,候选 Add Prompt
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,2,1,0.35100364685058594,0.41485556960105896,0.06385192275047302,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,5,2,0.5022115111351013,0.5831150412559509,0.08090353012084961,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.6210789084434509,0.7149039506912231,0.09382504224777222,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,7,1,0.593585193157196,0.6071575284004211,0.013572335243225098,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,6,-1,0.6157102584838867,0.6439415216445923,0.028231263160705566,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,6,-4,0.5244457125663757,0.5484325885772705,0.023986876010894775,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,8,3,0.6970088481903076,0.6915138959884644,-0.005494952201843262,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,9,-6,0.7119752168655396,0.6444720029830933,-0.06750321388244629,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,1,3,0.7066170573234558,0.7466934323310852,0.040076375007629395,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,19,-1,0.7261838316917419,0.694627046585083,-0.031556785106658936,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,14,8,6,0.7453212141990662,0.7562468647956848,0.010925650596618652,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,8,7,1,0.7841389775276184,0.7834618091583252,-0.0006771683692932129,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,9,-4,0.6531623601913452,0.6500731706619263,-0.0030891895294189453,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,14,5,0.60422682762146,0.6155979633331299,0.011371135711669922,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,11,-8,0.5494986772537231,0.5449616312980652,-0.004537045955657959,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,1,3,0.5578400492668152,0.5821077823638916,0.024267733097076416,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,29,-8,0.489423006772995,0.4534941017627716,-0.03592890501022339,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,34,-30,0.5434472560882568,0.41469860076904297,-0.12874865531921387,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,12,28,0.30329322814941406,0.39091867208480835,0.08762544393539429,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,9,19,0.3380138576030731,0.40993431210517883,0.07192045450210571,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,28,-6,0.5372671484947205,0.5143201351165771,-0.02294701337814331,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,9,27,0.5712360143661499,0.647632360458374,0.07639634609222412,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,17,32,-15,0.6142544746398926,0.5838760733604431,-0.030378401279449463,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,15,10,0.5234483480453491,0.5794723033905029,0.05602395534515381,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,17,16,0.5125783085823059,0.5754715204238892,0.06289321184158325,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,23,-20,0.6123521327972412,0.561887264251709,-0.05046486854553223,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,7,19,0.4568561911582947,0.5192640423774719,0.062407851219177246,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,12,19,-7,0.4582591652870178,0.4464923143386841,-0.01176685094833374,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,13,-11,0.47814619541168213,0.46074268221855164,-0.017403513193130493,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,9,6,0.42474165558815,0.4286022484302521,0.0038605928421020508,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,33,-11,0.41263967752456665,0.382837176322937,-0.02980250120162964,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,8,-4,0.5201765894889832,0.5024258494377136,-0.01775074005126953,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,2,0,0.4894738793373108,0.49367421865463257,0.004200339317321777,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,6,1,0.4091431200504303,0.4442235231399536,0.035080403089523315,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,2,0,0.4483288526535034,0.4772961735725403,0.028967320919036865,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,7,2,0.4276643693447113,0.4571371376514435,0.029472768306732178,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,3,-2,0.4773827791213989,0.5094605684280396,0.032077789306640625,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,8,-4,0.42706114053726196,0.43301427364349365,0.0059531331062316895,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,17,-13,0.5493555665016174,0.4716704785823822,-0.07768508791923523,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,13,-2,0.5612436532974243,0.5532664656639099,-0.007977187633514404,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,11,3,0.5384949445724487,0.5555834770202637,0.01708853244781494,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,5,0,0.6158711314201355,0.6208059787750244,0.004934847354888916,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,10,11,-1,0.5733019709587097,0.5706278681755066,-0.002674102783203125,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,18,-5,0.5440734028816223,0.5276142358779907,-0.016459167003631592,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,18,-17,0.6653862595558167,0.5605271458625793,-0.1048591136932373,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,1,1,0.6522879004478455,0.6904820799827576,0.03819417953491211,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,5,2,3,0.6095507144927979,0.6536861658096313,0.044135451316833496,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,26,-5,0.46689894795417786,0.4473017454147339,-0.01959720253944397,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,24,-15,0.5086044073104858,0.44892436265945435,-0.059680044651031494,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,33,-15,0.5557105541229248,0.5063758492469788,-0.049334704875946045,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,34,-18,0.5743467211723328,0.5376294255256653,-0.03671729564666748,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,5,-4,0.650495707988739,0.6098489761352539,-0.04064673185348511,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,1,0,0.6233232617378235,0.6229336261749268,-0.0003896355628967285,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,17,-16,0.6313807368278503,0.5615592002868652,-0.06982153654098511,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,23,3,0.5303848385810852,0.542916476726532,0.012531638145446777,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,43,-19,0.5050852298736572,0.46238288283348083,-0.04270234704017639,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,1,6,0.5447832942008972,0.5928525924682617,0.0480692982673645,候选一：关系解析优先，禁止上下文事实扩写
候选一：关系解析优先，禁止上下文事实扩写 vs 当前前后文 Prompt（主要基线）,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,16,1,0.5247721672058105,0.5375054478645325,0.012733280658721924,候选一：关系解析优先，禁止上下文事实扩写
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.428148090839386,0.43792471289634705,0.00977662205696106,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,4,7,-3,0.466714084148407,0.4660588502883911,-0.0006552338600158691,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,5,-4,0.5079617500305176,0.4913567304611206,-0.016605019569396973,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,8,-2,0.5258427858352661,0.5682273507118225,0.042384564876556396,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,5,1,4,0.5786083340644836,0.664992094039917,0.08638375997543335,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,8,-5,0.6154555082321167,0.5773758292198181,-0.038079679012298584,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,7,13,-6,0.6190251111984253,0.5823274850845337,-0.0366976261138916,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,13,17,-4,0.5578075647354126,0.5299161672592163,-0.02789139747619629,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,11,1,10,0.5649251937866211,0.667285680770874,0.10236048698425293,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,3,8,-5,0.6154380440711975,0.5908369421958923,-0.024601101875305176,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,14,-2,0.544538140296936,0.5637103915214539,0.019172251224517822,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,17,-14,0.4967461824417114,0.39065974950790405,-0.10608643293380737,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,18,-16,0.5816625952720642,0.5182098150253296,-0.06345278024673462,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,24,17,7,0.4725983738899231,0.5182098150253296,0.045611441135406494,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,5,18,0.39940428733825684,0.5202602744102478,0.12085598707199097,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,1,5,-4,0.520713210105896,0.5102789402008057,-0.010434269905090332,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,13,15,-2,0.4627559781074524,0.47870534658432007,0.015949368476867676,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,7,16,-9,0.516326904296875,0.5030950307846069,-0.013231873512268066,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,4,1,3,0.41738826036453247,0.4498825669288635,0.032494306564331055,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,6,17,-11,0.41101235151290894,0.3774258494377136,-0.03358650207519531,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,11,16,-5,0.6024776697158813,0.5808860063552856,-0.021591663360595703,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,3,0,0.37535619735717773,0.3597966730594635,-0.015559524297714233,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,7,7,0,0.35073208808898926,0.34246450662612915,-0.008267581462860107,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,5,5,0,0.3698793947696686,0.3767184317111969,0.00683903694152832,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,9,0,0.3458166718482971,0.34435635805130005,-0.0014603137969970703,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,3,2,0.3781711459159851,0.4182029366493225,0.0400317907333374,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,6,9,-3,0.47782114148139954,0.4352813959121704,-0.042539745569229126,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,15,13,2,0.6479976177215576,0.642418622970581,-0.0055789947509765625,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,11,15,-4,0.7154013514518738,0.6959162950515747,-0.019485056400299072,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,7,11,-4,0.7325950860977173,0.7345986366271973,0.0020035505294799805,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,8,12,-4,0.6824973225593567,0.6828334331512451,0.00033611059188842773,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,10,14,-4,0.6791412234306335,0.67851722240448,-0.0006240010261535645,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,17,-15,0.7513960599899292,0.7004826068878174,-0.050913453102111816,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,2,5,-3,0.7454124689102173,0.739983856678009,-0.005428612232208252,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,20,-9,0.7210525870323181,0.7109423279762268,-0.010110259056091309,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,11,0,0.7214906811714172,0.7198425531387329,-0.0016481280326843262,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,13,22,-9,0.6772738099098206,0.664212167263031,-0.01306164264678955,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,2,3,-1,0.7298577427864075,0.7304170727729797,0.0005593299865722656,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,12,23,-11,0.6979053020477295,0.6861713528633118,-0.011733949184417725,候选二：当前轮信息优先 + 一句关系补充
