session_id,query_id,gold_page_id,gold_source_turn_id,Old_Baseline_rank,Old_Baseline_score,Old_P2_rank,Old_P2_score,A1_Baseline_rank,A1_Baseline_score,A1_P2_rank,A1_P2_score,A2_Baseline_rank,A2_Baseline_score,A2_P2_rank,A2_P2_score,A3_Baseline_rank,A3_Baseline_score,A3_P2_rank,A3_P2_score
S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,9,0.6558319330215454,2,0.700154185295105,7,0.6493716835975647,2,0.7338055968284607,7,0.6248583793640137,5,0.651039719581604,5,0.618080735206604,6,0.6543303728103638
S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,5,0.6664348244667053,5,0.6944718956947327,10,0.5947005748748779,9,0.6193419098854065,10,0.5799888968467712,10,0.6104955673217773,6,0.6153357625007629,2,0.6864745616912842
S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,22,0.5618359446525574,20,0.7142355442047119,22,0.4297935962677002,19,0.600221574306488,20,0.49197810888290405,19,0.6334598064422607,22,0.4760782718658447,17,0.6323287487030029
S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,15,0.607856035232544,9,0.7604069709777832,21,0.448573499917984,21,0.59421306848526,16,0.536765456199646,15,0.6597810983657837,10,0.5577208995819092,12,0.6686559319496155
S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,19,0.638894259929657,6,0.8024743795394897,4,0.6933763027191162,7,0.7858738303184509,3,0.690119743347168,2,0.8105176687240601,5,0.6886276602745056,2,0.8410053253173828
S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,2,0.5140451192855835,11,0.6472818851470947,7,0.5482629537582397,13,0.6575074195861816,13,0.5742642283439636,11,0.6987125277519226,23,0.48428747057914734,20,0.6450130343437195
S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,18,0.4629700183868408,19,0.6189760565757751,21,0.4949743449687958,22,0.6107669472694397,26,0.5018232464790344,19,0.6274979710578918,18,0.5184158086776733,21,0.6382195949554443
S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,6,0.4753205478191376,5,0.5476755499839783,18,0.5374827980995178,19,0.5848129987716675,27,0.5348591208457947,27,0.5940606594085693,15,0.5440657138824463,16,0.5957568287849426
S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,6,0.3509902358055115,5,0.5342302918434143,10,0.47162482142448425,11,0.6534885168075562,3,0.5425796508789062,9,0.7079716324806213,15,0.42699915170669556,20,0.6254302263259888
S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,0.2760118842124939,21,0.4840504825115204,20,0.42761820554733276,8,0.6671819686889648,32,0.40050190687179565,25,0.6298885941505432,25,0.3942427337169647,14,0.6447629332542419
S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,8,0.49345386028289795,8,0.4934537708759308,11,0.576027512550354,11,0.5760274529457092,18,0.5888787508010864,18,0.5888786315917969,19,0.5404828786849976,19,0.5404829382896423
S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,0.28102946281433105,40,0.28102946281433105,36,0.38119128346443176,36,0.38119131326675415,39,0.3793829083442688,39,0.3793829381465912,36,0.3794082999229431,36,0.3794083595275879
S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,14,0.36668768525123596,14,0.36668771505355835,25,0.42505571246147156,25,0.42505571246147156,13,0.5260075926780701,13,0.5260074734687805,7,0.5110312104225159,7,0.5110312104225159
S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,25,0.44328320026397705,38,0.4834826588630676,8,0.5463324785232544,14,0.6029338836669922,2,0.5854101181030273,15,0.6277037858963013,24,0.5311232209205627,34,0.5715965032577515
S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,17,0.453130841255188,12,0.6159033179283142,38,0.5147386789321899,26,0.6977101564407349,20,0.6084798574447632,15,0.757013201713562,9,0.5848029255867004,4,0.7631876468658447
S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,38,0.4072052836418152,38,0.5637668371200562,13,0.5955299735069275,17,0.7249447703361511,21,0.6077131628990173,25,0.7392933964729309,18,0.5738502144813538,31,0.6828581690788269
S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,49,0.3857173025608063,49,0.46873435378074646,39,0.524937093257904,42,0.5969062447547913,42,0.5516037940979004,44,0.6298769116401672,29,0.5301753878593445,43,0.5912763476371765
S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,38,0.40836551785469055,43,0.48429518938064575,3,0.663650393486023,6,0.7107058167457581,3,0.6570802330970764,15,0.7052987813949585,6,0.594053328037262,8,0.6806715130805969
S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,41,0.38185083866119385,39,0.5155000686645508,32,0.5086321234703064,27,0.6363053917884827,38,0.5256560444831848,40,0.6369697451591492,18,0.5617610812187195,12,0.6895637512207031
S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,2,0.5229606628417969,2,0.5229606032371521,19,0.5737172365188599,19,0.5737172961235046,4,0.6258252263069153,4,0.6258252263069153,13,0.5922913551330566,13,0.5922914147377014
S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,20,0.42018499970436096,20,0.4201849699020386,4,0.6256216168403625,4,0.6256216764450073,25,0.5666536688804626,25,0.5666537880897522,9,0.5460493564605713,9,0.5460493564605713
S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,6,0.44664400815963745,6,0.44664403796195984,22,0.5287302136421204,22,0.5287302136421204,18,0.5920361876487732,18,0.592036247253418,7,0.5515260696411133,7,0.5515260696411133
S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,12,0.3909291625022888,12,0.3909291923046112,21,0.4712671637535095,21,0.4712672233581543,10,0.5125726461410522,10,0.512572705745697,4,0.5122416019439697,4,0.5122416615486145
S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,42,0.3365212082862854,42,0.33652129769325256,8,0.5228956937789917,8,0.5228956937789917,15,0.4988771378993988,15,0.4988771677017212,18,0.4571608901023865,18,0.45716094970703125
S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,32,0.4317394196987152,32,0.43173936009407043,36,0.5345267653465271,36,0.5345267057418823,30,0.5834463238716125,30,0.583446204662323,30,0.5504816770553589,30,0.5504816770553589
S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,0.4711211323738098,2,0.4711209535598755,3,0.49870625138282776,3,0.49870625138282776,3,0.5124821662902832,3,0.5124821662902832,3,0.5573643445968628,3,0.5573644042015076
S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,0.4023248851299286,7,0.4023247957229614,7,0.43116554617881775,7,0.4311654269695282,7,0.4476444125175476,7,0.44764432311058044,5,0.4882313311100006,5,0.48823127150535583
S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,0.45313093066215515,2,0.4531308710575104,5,0.5225340723991394,5,0.5225340127944946,6,0.48375168442726135,6,0.4837515950202942,6,0.48353973031044006,6,0.4835396111011505
S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,0.4182943105697632,9,0.41829434037208557,9,0.4407254159450531,9,0.4407254755496979,9,0.45951783657073975,9,0.4595178961753845,8,0.505217969417572,8,0.5052180886268616
S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,0.5017252564430237,1,0.5017253160476685,1,0.6201251745223999,1,0.6201252341270447,1,0.652194619178772,1,0.652194619178772,1,0.5669596791267395,1,0.566959798336029
S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,3,0.45949772000312805,3,0.4594978094100952,4,0.5138019323348999,4,0.5138018727302551,3,0.5430407524108887,3,0.5430408120155334,4,0.4910121262073517,4,0.49101218581199646
S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,11,0.5081461668014526,11,0.5081462264060974,11,0.5583755373954773,11,0.5583755970001221,5,0.6146647930145264,5,0.6146647930145264,7,0.5910160541534424,7,0.5910161137580872
S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,1,0.6334474086761475,1,0.6334472894668579,8,0.6748644709587097,8,0.6748644709587097,9,0.68239825963974,9,0.6823982000350952,6,0.6884141564369202,6,0.6884140968322754
S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,16,0.5099824070930481,16,0.5099823474884033,15,0.5981155633926392,15,0.5981155633926392,15,0.6275933980941772,15,0.6275933384895325,11,0.6564302444458008,11,0.6564303636550903
S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,3,0.5428827404975891,4,0.6175693273544312,14,0.5828588604927063,18,0.6367833018302917,14,0.6026387810707092,19,0.6467651724815369,2,0.6583670377731323,6,0.6998820304870605
S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,11,0.531827986240387,17,0.5549681186676025,12,0.5943641662597656,19,0.6246317625045776,15,0.596617579460144,20,0.6408645510673523,15,0.5889537334442139,19,0.6391968131065369
S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,19,0.35931506752967834,7,0.5747470259666443,23,0.3563685119152069,16,0.6180186867713928,15,0.4441205859184265,8,0.6826000809669495,24,0.3693576157093048,11,0.6529849767684937
S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,7,0.5736443400382996,6,0.5896957516670227,7,0.6525026559829712,8,0.6601450443267822,9,0.666060209274292,9,0.6794309020042419,6,0.6449004411697388,7,0.6590955853462219
S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,0.6042726635932922,2,0.6193385124206543,2,0.6937653422355652,2,0.7044024467468262,5,0.68871009349823,6,0.7079700827598572,9,0.624585747718811,12,0.6356265544891357
S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,27,0.4777073264122009,18,0.5682905912399292,23,0.47156795859336853,25,0.5408226251602173,30,0.44580575823783875,28,0.5309010744094849,24,0.49670302867889404,27,0.572398841381073
S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,32,0.3987697660923004,32,0.3987696170806885,28,0.4904572367668152,28,0.49045711755752563,22,0.5444722175598145,22,0.5444720983505249,30,0.4851550757884979,30,0.48515498638153076
S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,1,0.542832612991333,1,0.5428324937820435,14,0.5736348032951355,14,0.5736347436904907,3,0.6348515152931213,3,0.6348514556884766,8,0.5793905854225159,8,0.5793905258178711
S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,3,0.549081563949585,3,0.6224579811096191,16,0.5795877575874329,18,0.6153236627578735,14,0.5957549214363098,11,0.6389104127883911,19,0.5534213781356812,11,0.6251660585403442
S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,25,0.5383332371711731,27,0.5472586154937744,37,0.5318417549133301,37,0.5415699481964111,37,0.5668305158615112,38,0.5725916624069214,37,0.5466082692146301,37,0.5518859624862671
S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,18,0.5522897243499756,16,0.5634528398513794,23,0.5931142568588257,26,0.5961574912071228,10,0.6525399684906006,10,0.6573525667190552,9,0.6395489573478699,11,0.640005886554718
S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,3,0.5986030697822571,3,0.5986030101776123,14,0.5969333648681641,14,0.5969333052635193,12,0.6102668642997742,12,0.6102668642997742,27,0.557150661945343,27,0.557150661945343
S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,5,0.5705035924911499,5,0.5705037713050842,1,0.6515279412269592,1,0.651528000831604,2,0.6699640154838562,2,0.669964075088501,2,0.6849826574325562,2,0.6849827170372009
S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,29,0.5134084820747375,29,0.5134086012840271,32,0.5538104176521301,32,0.5538104176521301,35,0.5700366497039795,35,0.5700366497039795,28,0.5799432396888733,28,0.5799433588981628
S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,14,0.49585023522377014,14,0.49585020542144775,20,0.5708709359169006,20,0.5708709359169006,6,0.6440045237541199,6,0.6440045237541199,15,0.5699164867401123,15,0.5699164271354675
S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,3,0.5418193340301514,3,0.5418193936347961,2,0.6825871467590332,2,0.6825870871543884,1,0.6896299123764038,1,0.6896299719810486,5,0.5987475514411926,5,0.5987476706504822
S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,38,0.46856755018234253,38,0.4685676693916321,22,0.5043831467628479,22,0.5043832659721375,23,0.5191037654876709,23,0.5191037654876709,32,0.49687156081199646,32,0.49687162041664124
