session_id,query_id,gold_requirement_count,shortterm_hit_count,midterm_hit_count,longterm_hit_count,shortterm_completion,midterm_completion,longterm_completion,short_mid_completion,short_long_completion,mid_long_completion,all_memory_completion
S005,S005-Q016,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q017,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q018,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q019,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q020,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q021,2,1,0,0,0.5,0.0,0.0,0.5,0.5,0.0,0.5
S005,S005-Q022,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q023,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q024,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q025,2,2,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q026,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q027,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q028,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q029,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q030,2,1,0,1,0.5,0.0,0.5,0.5,1.0,0.5,1.0
S005,S005-Q031,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q032,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q033,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q034,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q035,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q036,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q037,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q038,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q039,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q040,2,1,0,0,0.5,0.0,0.0,0.5,0.5,0.0,0.5
S005,S005-Q041,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q042,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q043,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q044,2,1,0,0,0.5,0.0,0.0,0.5,0.5,0.0,0.5
S005,S005-Q045,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q046,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q047,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q048,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q049,2,1,1,0,0.5,0.5,0.0,1.0,0.5,0.5,1.0
S005,S005-Q050,2,1,0,0,0.5,0.0,0.0,0.5,0.5,0.0,0.5
S005,S005-Q051,2,1,0,0,0.5,0.0,0.0,0.5,0.5,0.0,0.5
S005,S005-Q052,2,1,1,1,0.5,0.5,0.5,1.0,1.0,0.5,1.0
S005,S005-Q053,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q054,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q055,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q056,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
S005,S005-Q057,2,1,0,0,0.5,0.0,0.0,0.5,0.5,0.0,0.5
S005,S005-Q058,1,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
