session_id,query_id,reference_group,gold_page_id,baseline_rank,old_rewrite_only_rank,reference_resolution_only_rank,baseline_score,old_rewrite_only_score,reference_resolution_only_score,old_rewrite_only_transition,reference_resolution_only_transition,old_promoted,old_demoted,ref_promoted,ref_demoted,old_rank_movement,ref_rank_movement,old_reference_required_additions,old_context_supported_not_required_additions,ref_reference_required_additions,ref_context_supported_not_required_additions
S004,S004-Q042,UNCHANGED,c61777d3-f94f-5655-9b6b-9d6cdc28c303,8,20,8,0.49345386028289795,0.8169271945953369,0.4934537708759308,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-12,0,4,3,0,0
S004,S004-Q044,UNCHANGED,094486b7-1e86-5360-8005-66c6886152c2,40,33,40,0.28102946281433105,0.6131430268287659,0.28102946281433105,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,7,0,1,2,0,0
S004,S004-Q044,UNCHANGED,682aecdf-197a-5dc6-b88d-886b08ffb500,14,6,14,0.36668768525123596,0.6878501176834106,0.36668771505355835,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,8,0,1,2,0,0
S004,S004-Q049,UNCHANGED,08c5243c-c754-5bb1-b020-dfbf21f542d7,25,28,25,0.44328320026397705,0.6790021657943726,0.4432831406593323,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-3,0,1,0,0,0
S004,S004-Q052,UNCHANGED,682aecdf-197a-5dc6-b88d-886b08ffb500,17,4,17,0.453130841255188,0.8698855042457581,0.4531307816505432,RESCUED,UNCHANGED_MISS,True,False,False,False,13,0,4,2,0,0
S004,S004-Q052,UNCHANGED,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,38,10,38,0.4072052836418152,0.8496854305267334,0.4072052240371704,RESCUED,UNCHANGED_MISS,False,False,False,False,28,0,4,2,0,0
S004,S004-Q055,UNCHANGED,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,49,33,49,0.3857173025608063,0.7810741066932678,0.3857173025608063,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,16,0,2,11,0,0
S004,S004-Q055,UNCHANGED,90248870-b2cb-59d2-a707-79d09f366d8a,38,22,38,0.40836551785469055,0.7960054874420166,0.40836548805236816,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,16,0,2,11,0,0
S004,S004-Q056,UNCHANGED,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,41,28,41,0.38185083866119385,0.8074266314506531,0.38185086846351624,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,13,0,3,3,0,0
S004,S004-Q063,UNCHANGED,2c5547ce-bd04-536c-8b2d-e09ae5633e53,2,59,2,0.5229606628417969,0.7589097023010254,0.5229606032371521,HURT,UNCHANGED_HIT,False,True,False,False,-57,0,1,9,0,0
S004,S004-Q065,UNCHANGED,ca05266e-320c-5081-9d2d-f7c8689c58a9,20,15,20,0.42018499970436096,0.7276751399040222,0.4201849699020386,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,5,0,1,2,0,0
S004,S004-Q065,UNCHANGED,28de896e-9356-58a4-a8c5-c3efe7770f57,6,26,6,0.44664400815963745,0.7141901254653931,0.44664403796195984,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-20,0,1,2,0,0
S004,S004-Q066,UNCHANGED,52990abe-a81c-5937-b506-8a88315cc3c0,12,12,12,0.3909291625022888,0.7137885689735413,0.3909291923046112,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,0,0,1,3,0,0
S004,S004-Q066,UNCHANGED,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,42,31,42,0.3365212082862854,0.6862804293632507,0.33652129769325256,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,11,0,1,3,0,0
S004,S004-Q070,UNCHANGED,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,32,28,32,0.4317394196987152,0.7100082635879517,0.43173936009407043,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,4,0,1,2,0,0
S005,S005-Q007,UNCHANGED,73dd18d4-5dac-5f27-ac96-83de10de4633,2,2,2,0.4711211323738098,0.742946207523346,0.4711209535598755,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,1,7,0,0
S005,S005-Q011,UNCHANGED,73dd18d4-5dac-5f27-ac96-83de10de4633,7,3,7,0.4023248851299286,0.7637145519256592,0.4023247957229614,UNCHANGED_HIT,UNCHANGED_HIT,True,False,False,False,4,0,4,3,0,0
S005,S005-Q011,UNCHANGED,9c806b54-004f-57bf-8755-c4a0eebd929e,2,7,2,0.45313093066215515,0.6907855272293091,0.4531308710575104,UNCHANGED_HIT,UNCHANGED_HIT,False,True,False,False,-5,0,4,3,0,0
S005,S005-Q013,UNCHANGED,73dd18d4-5dac-5f27-ac96-83de10de4633,9,3,9,0.4182943105697632,0.7071596384048462,0.41829434037208557,UNCHANGED_HIT,UNCHANGED_HIT,True,False,False,False,6,0,4,0,0,0
S005,S005-Q013,UNCHANGED,6e436632-8d73-58b8-a746-7cbc36ffe10f,1,4,1,0.5017252564430237,0.7039995193481445,0.5017253160476685,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,-3,0,4,0,0,0
S005,S005-Q014,UNCHANGED,c64751d6-21c8-5c09-87da-48f940293661,3,1,3,0.45949772000312805,0.6553049087524414,0.4594978094100952,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,2,0,1,3,0,0
S005,S005-Q021,UNCHANGED,5095d8f5-e975-5011-976e-e587c31560f2,11,9,11,0.5081461668014526,0.7661589980125427,0.5081462264060974,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,2,0,4,3,0,0
S005,S005-Q022,UNCHANGED,bcb24496-086a-528b-a09e-86bae79fa560,1,8,1,0.6334474086761475,0.8156269192695618,0.6334472894668579,HURT,UNCHANGED_HIT,False,True,False,False,-7,0,1,4,0,0
S005,S005-Q022,UNCHANGED,c16509f9-dd00-5e11-9acf-ecc8f08ad424,16,11,16,0.5099824070930481,0.8023961186408997,0.5099823474884033,HURT,UNCHANGED_HIT,False,False,False,False,5,0,1,4,0,0
S005,S005-Q026,UNCHANGED,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,3,10,3,0.5428827404975891,0.8351577520370483,0.5428826808929443,HURT,UNCHANGED_HIT,False,True,False,False,-7,0,1,9,0,0
S005,S005-Q026,UNCHANGED,daf8b285-37ac-5e07-a640-74fc9322fe21,11,22,11,0.531827986240387,0.7601003646850586,0.5318279266357422,HURT,UNCHANGED_HIT,False,False,False,False,-11,0,1,9,0,0
S005,S005-Q028,UNCHANGED,102b7fa7-9564-5e73-98e7-41fde776fa99,19,5,19,0.35931506752967834,0.7655762434005737,0.35931503772735596,RESCUED,UNCHANGED_MISS,True,False,False,False,14,0,3,7,0,0
S005,S005-Q033,CHANGED,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,7,6,6,0.5736443400382996,0.7399126291275024,0.5896957516670227,HURT,UNCHANGED_HIT,False,False,False,False,1,1,3,2,2,0
S005,S005-Q033,CHANGED,52954b6d-4823-5e0a-955d-8a3b24df0a30,2,27,2,0.6042726635932922,0.6865801811218262,0.6193385124206543,HURT,UNCHANGED_HIT,False,True,False,False,-25,0,3,2,2,0
S005,S005-Q035,UNCHANGED,52954b6d-4823-5e0a-955d-8a3b24df0a30,27,29,27,0.4777073264122009,0.6889620423316956,0.4777074158191681,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-2,0,2,3,0,0
S005,S005-Q039,UNCHANGED,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,32,32,32,0.3987697660923004,0.3987696170806885,0.3987696170806885,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,0,0,0,0
S005,S005-Q039,UNCHANGED,a9136ff5-7fca-58fe-8907-08b361042647,1,1,1,0.542832612991333,0.5428324937820435,0.5428324937820435,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,0,0,0,0
S005,S005-Q042,UNCHANGED,19b9c9f1-754d-5322-831d-a2b5bbc632f9,3,35,3,0.549081563949585,0.7014036178588867,0.549081563949585,HURT,UNCHANGED_HIT,False,True,False,False,-32,0,4,4,0,0
S005,S005-Q044,UNCHANGED,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,25,40,25,0.5383332371711731,0.6383519172668457,0.5383333563804626,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-15,0,3,6,0,0
S005,S005-Q044,UNCHANGED,009ec1d2-83f6-5755-bd7a-e5a92eda1890,18,23,18,0.5522897243499756,0.7585564851760864,0.5522896647453308,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-5,0,3,6,0,0
S005,S005-Q049,UNCHANGED,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,3,2,3,0.5986030697822571,0.7978305816650391,0.5986030101776123,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,1,0,7,0,0,0
S005,S005-Q052,UNCHANGED,009ec1d2-83f6-5755-bd7a-e5a92eda1890,5,5,5,0.5705035924911499,0.5705037713050842,0.5705037713050842,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,0,0,0,0
S005,S005-Q052,UNCHANGED,c50cce28-4618-514d-bc83-20a57b6f5562,29,29,29,0.5134084820747375,0.5134086012840271,0.5134086012840271,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,0,0,0,0
S005,S005-Q055,UNCHANGED,c50cce28-4618-514d-bc83-20a57b6f5562,14,15,14,0.49585023522377014,0.8544959425926208,0.49585020542144775,HURT,UNCHANGED_HIT,False,False,False,False,-1,0,2,8,0,0
S005,S005-Q055,UNCHANGED,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,3,38,3,0.5418193340301514,0.8029747009277344,0.5418193936347961,HURT,UNCHANGED_HIT,False,True,False,False,-35,0,2,8,0,0
S005,S005-Q056,UNCHANGED,749bba84-be69-55e2-98a1-a9617e473fb0,38,38,38,0.46856755018234253,0.6440463066101074,0.4685676693916321,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,0,0,1,0,0,0
