session_id,query_id,gold_page_id,gold_source_turn_id,dense_rank,field_rank,rank_improvement,transition,dense_score,task_cosine,fact_cosine,relation_cosine,final_score
S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,1,3,UNCHANGED,0.5493555665016174,0.6096345782279968,0.6055596235728039,0.7096502780914307,0.6280077363386065
S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,10,1,UNCHANGED,0.5612436532974243,0.5146240302696246,0.5933184623718262,0.7219786643981934,0.587572729936219
S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,15,-1,UNCHANGED,0.5384949445724487,0.503179669380188,0.5971849916687603,0.6883296184736263,0.5778117881143046
S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,10,9,1,UNCHANGED,0.5733019709587097,0.620155394077301,0.4960170090198517,0.653375506401062,0.5771440625190736
S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,10,-5,DEMOTED,0.6158711314201355,0.5745838284492493,0.5022727251052856,0.6960105895996094,0.5699447393417358
S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,8,5,UNCHANGED,0.5440734028816223,0.6201424598693848,0.5085367863498202,0.6652252474561481,0.5845167479789116
S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,1,1,UNCHANGED,0.6522879004478455,0.7631123065948486,0.548449668195824,0.703127920627594,0.6652503740417879
S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,2,-1,UNCHANGED,0.6653862595558167,0.7334941625595093,0.5647003054618835,0.6656140485771923,0.6524005969239955
S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,5,8,-3,DEMOTED,0.6095507144927979,0.6269598007202148,0.5660136083372598,0.5597211718559265,0.5891335979941752
S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,15,-6,UNCHANGED,0.5086044073104858,0.5772669659416059,0.4093009125352994,0.4302650904971469,0.4806801694901915
S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,16,5,UNCHANGED,0.46689894795417786,0.49475815829731923,0.4302207487953156,0.5489676057061679,0.4797850839782875
S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,27,-9,UNCHANGED,0.5557105541229248,0.5046755972311256,0.4477634131908417,0.6959448275533215,0.5201645696794512
S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,11,5,UNCHANGED,0.5743467211723328,0.5714813811469901,0.5542793604302025,0.6458978652954102,0.5794838696899591
S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,6,-5,DEMOTED,0.650495707988739,0.6194599044001046,0.5269183234523728,0.6687402725219727,0.5922993456453854
S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,21,-20,DEMOTED,0.6233232617378235,0.5822708606719971,0.49375006519258413,0.6640602350234985,0.5632204173505322
S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,1,0,UNCHANGED,0.6313807368278503,0.7208335399627686,0.4553143030779723,0.5956452247885003,0.5895881821739964
S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,15,11,UNCHANGED,0.5303848385810852,0.5874057166222165,0.4723831382254527,0.5876568906102712,0.5414469200611219
S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,1,6,PROMOTED,0.5447832942008972,0.6804378628730774,0.4612875855736486,0.6175277233123779,0.5801957240411659
S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,16,8,UNCHANGED,0.5050852298736572,0.5758619651712158,0.43020236076130636,0.5934293270111084,0.5211115957752306
S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,21,-4,UNCHANGED,0.5247721672058105,0.5788888429270795,0.6012541651725769,0.5441707100969976,0.5808913452592621
