comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,raw_bm25_score,normalized_bm25_score,normal_final_score,fallback_final_score,fallback_applied
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,7,7,0,0.710050921511567,0.710050921511567,0.0,3.807317018508911,0.04325841736710415,0.710050921511567,0.710050921511567,False
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,6,3,3,0.5878461241722107,0.6531623601913452,0.0653162360191345,0.0,0.0,0.5878461241722107,0.6531623601913452,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,15,4,0.5438041448593139,0.60422682762146,0.06042268276214602,0.0,0.0,0.5438041448593139,0.60422682762146,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,2,1,0.49454880952835084,0.5494986772537231,0.0549498677253723,0.0,0.0,0.49454880952835084,0.5494986772537231,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,3,1,0.5020560443401337,0.5578400492668152,0.05578400492668145,0.0,0.0,0.5020560443401337,0.5578400492668152,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,21,0,0.4404807060956955,0.489423006772995,0.04894230067729949,0.0,0.0,0.4404807060956955,0.489423006772995,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,6,3,3,0.48910253047943114,0.5434472560882568,0.054344725608825695,0.0,0.0,0.48910253047943114,0.5434472560882568,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,39,1,0.2729639053344727,0.30329322814941406,0.030329322814941384,0.0,0.0,0.2729639053344727,0.30329322814941406,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,25,38,-13,0.30771197566676844,0.30771197566676844,0.0,5.366146087646484,0.03499503824002628,0.30771197566676844,0.30771197566676844,False
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,22,0,0.4837921423311739,0.4837921423311739,0.0,0.03573441132903099,0.00251708685925519,0.4837921423311739,0.4837921423311739,False
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,33,3,0.5141124129295349,0.5712360143661499,0.05712360143661499,0.0,0.0,0.5141124129295349,0.5712360143661499,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,18,15,3,0.5528290271759033,0.6142544746398926,0.06142544746398926,0.0,0.0,0.5528290271759033,0.6142544746398926,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,22,3,0.47110351324081423,0.5234483480453491,0.05234483480453489,0.0,0.0,0.47110351324081423,0.5234483480453491,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,28,5,0.4613204777240753,0.5125783085823059,0.0512578308582306,0.0,0.0,0.4613204777240753,0.5125783085823059,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,4,3,1,0.5511169195175171,0.6123521327972412,0.06123521327972414,0.0,0.0,0.5511169195175171,0.6123521327972412,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,20,6,0.4111705720424652,0.4568561911582947,0.04568561911582947,0.0,0.0,0.4111705720424652,0.4568561911582947,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,8,28,-20,0.41723545638536447,0.41723545638536447,0.0,6.026237964630127,0.04802207627048412,0.41723545638536447,0.41723545638536447,False
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,3,2,1,0.4303315758705139,0.47814619541168213,0.047814619541168224,0.0,0.0,0.4303315758705139,0.47814619541168213,True
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,27,-12,0.38323110949786493,0.38323110949786493,0.0,2.734907865524292,0.009636194685299132,0.38323110949786493,0.38323110949786493,False
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,32,-10,0.37234622602283496,0.37234622602283496,0.0,2.7493104934692383,0.009705162507249806,0.37234622602283496,0.37234622602283496,False
H5-W90-ZeroFallback vs H5-W90,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,6,4,2,0.46815893054008484,0.5201765894889832,0.052017658948898315,0.0,0.0,0.46815893054008484,0.5201765894889832,True
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,1,1,0.44052649140357975,0.4894738793373108,0.048947387933731046,0.0,0.0,0.44052649140357975,0.4894738793373108,True
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,6,1,0.36822880804538727,0.4091431200504303,0.04091431200504303,0.0,0.0,0.36822880804538727,0.4091431200504303,True
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,2,0,0.4034959673881531,0.4483288526535034,0.04483288526535034,0.0,0.0,0.4034959673881531,0.4483288526535034,True
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,9,0,0.3851557269548322,0.3851557269548322,0.0,0.08363747596740723,0.002577945445919993,0.3851557269548322,0.3851557269548322,False
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.43190594573296115,0.43190594573296115,0.0,4.4674153327941895,0.022614445237020595,0.43190594573296115,0.43190594573296115,False
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,4,0,0.38435502648353576,0.42706114053726196,0.04270611405372621,0.0,0.0,0.38435502648353576,0.42706114053726196,True
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,8,-4,0.4949329853918317,0.4949329853918317,0.0,1.4648913145065308,0.0051297554037604085,0.4949329853918317,0.4949329853918317,False
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,11,0,0.5056307239995963,0.5056307239995963,0.0,1.4588490724563599,0.005114360319144298,0.5056307239995963,0.5056307239995963,False
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,14,0,0.48508641112565626,0.48508641112565626,0.0,1.1609007120132446,0.004409610104523847,0.48508641112565626,0.48508641112565626,False
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,4,1,0.554284018278122,0.6158711314201355,0.06158711314201348,0.0,0.0,0.554284018278122,0.6158711314201355,True
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,10,7,3,0.5159717738628388,0.5733019709587097,0.05733019709587095,0.0,0.0,0.5159717738628388,0.5733019709587097,True
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,11,2,0.48966606259346007,0.5440734028816223,0.05440734028816224,0.0,0.0,0.48966606259346007,0.5440734028816223,True
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,1,0,0.5990982988254254,0.5990982988254254,0.0,0.027405237779021263,0.002506652251904465,0.5990982988254254,0.5990982988254254,False
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,2,0,0.5874475635701162,0.5874475635701162,0.0,0.9062784910202026,0.0038845316705525337,0.5874475635701162,0.5874475635701162,False
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,6,6,0,0.5492735181473009,0.5492735181473009,0.0,0.02567884884774685,0.0067787510378286495,0.5492735181473009,0.5492735181473009,False
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,19,2,0.42020905315876006,0.46689894795417786,0.0466898947954178,0.0,0.0,0.42020905315876006,0.46689894795417786,True
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,5,4,0.4577439665794373,0.5086044073104858,0.05086044073104856,0.0,0.0,0.4577439665794373,0.5086044073104858,True
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,22,-4,0.5024144780058007,0.5024144780058007,0.0,4.479626655578613,0.022749792951684066,0.5024144780058007,0.5024144780058007,False
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,17,24,-7,0.5173578638071304,0.5173578638071304,0.0,1.1828923225402832,0.004458147520309617,0.5173578638071304,0.5173578638071304,False
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,3,-2,0.5858926364634246,0.5858926364634246,0.0,1.1859745979309082,0.004464992735594448,0.5858926364634246,0.5858926364634246,False
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,2,-1,0.5612449371535767,0.5612449371535767,0.0,0.05391661450266838,0.0025400158953555424,0.5612449371535767,0.5612449371535767,False
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,1,0,0.5682426631450653,0.6313807368278503,0.06313807368278501,0.0,0.0,0.5682426631450653,0.6313807368278503,True
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,10,16,0.4773463547229767,0.5303848385810852,0.0530384838581085,0.0,0.0,0.4773463547229767,0.5303848385810852,True
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,12,12,0.45457670688629154,0.5050852298736572,0.05050852298736569,0.0,0.0,0.45457670688629154,0.5050852298736572,True
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,17,-10,0.49208593226475883,0.49208593226475883,0.0,3.9799134731292725,0.017809674839513352,0.49208593226475883,0.49208593226475883,False
H5-W90-ZeroFallback vs H5-W90,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,17,0,0.4725460443886644,0.4725460443886644,0.0,0.030831236392259598,0.0025109390343483673,0.4725460443886644,0.4725460443886644,False
