session_id,source_turn_id,user_indicator_set,assistant_indicator_set,old_summary_indicator_set,new_summary_indicator_set,old_summary_indicator_count,new_summary_indicator_count,old_summary_assistant_only_not_user,new_summary_assistant_only_not_user,old_summary_unsupported_indicator_set,new_summary_unsupported_indicator_set
S002,S002-Q024,"[""扣非归母净利润""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""营业收入""]","[""归母股东权益"", ""总资产""]",5,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",[],[]
S002,S002-Q025,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母股东权益"", ""总资产""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",2,4,"[""归母股东权益"", ""总资产""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q026,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""营业收入""]","[""归母净利润"", ""营业收入""]",2,2,"[""归母净利润"", ""营业收入""]","[""归母净利润"", ""营业收入""]",[],[]
S002,S002-Q027,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""营业收入""]","[""归母净利润"", ""营业收入""]",2,2,"[""归母净利润"", ""营业收入""]","[""归母净利润"", ""营业收入""]",[],[]
S002,S002-Q028,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",4,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",[],[]
S002,S002-Q029,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q030,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q031,"[""经营活动现金流净额""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""经营活动现金流净额"", ""营业收入""]",4,3,"[""归母净利润"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",[],[]
S002,S002-Q032,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q033,"[""归母净利润""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]",4,5,"[""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]",[],[]
S002,S002-Q034,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]",5,5,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]",[],[]
S002,S002-Q035,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",4,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",[],[]
S002,S002-Q036,"[""总资产""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""营业收入""]",[],[]
S002,S002-Q037,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母股东权益"", ""总资产""]","[""归母股东权益"", ""总资产""]",2,2,"[""归母股东权益"", ""总资产""]","[""归母股东权益"", ""总资产""]",[],[]
S002,S002-Q038,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",5,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q039,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",3,2,"[""归母净利润"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",[],[]
S002,S002-Q040,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",4,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",[],[]
S002,S002-Q041,"[""总资产""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",4,2,"[""归母净利润"", ""归母股东权益"", ""营业收入""]","[""归母股东权益""]",[],[]
S002,S002-Q042,"[""归母股东权益""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""总资产"", ""营业收入""]","[""归母净利润"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q043,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q044,"[""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产"", ""营业收入""]",3,3,"[""归母股东权益"", ""总资产""]","[""归母股东权益"", ""总资产""]",[],[]
S002,S002-Q045,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q046,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q047,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q048,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",4,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",[],[]
S002,S002-Q049,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q050,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q051,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""营业收入""]","[""归母净利润"", ""营业收入""]",2,2,"[""归母净利润"", ""营业收入""]","[""归母净利润"", ""营业收入""]",[],[]
S002,S002-Q052,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",4,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",[],[]
S002,S002-Q053,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q054,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",3,4,"[""归母净利润"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q055,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",4,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",[],[]
S002,S002-Q056,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母股东权益"", ""总资产""]","[""归母股东权益"", ""总资产""]",2,2,"[""归母股东权益"", ""总资产""]","[""归母股东权益"", ""总资产""]",[],[]
S002,S002-Q057,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q058,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]",3,5,"[""归母净利润"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]",[],[]
S002,S002-Q059,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",4,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",[],[]
S002,S002-Q060,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",6,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q061,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",4,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",[],[]
S002,S002-Q062,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""营业收入""]","[""归母净利润"", ""经营活动现金流净额"", ""营业收入""]",2,3,"[""归母净利润"", ""营业收入""]","[""归母净利润"", ""经营活动现金流净额"", ""营业收入""]",[],[]
S002,S002-Q063,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",3,2,"[""归母净利润"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",[],[]
S002,S002-Q064,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",4,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",[],[]
S002,S002-Q065,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q066,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S002,S002-Q067,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",4,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",[],[]
S002,S002-Q068,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母股东权益"", ""总资产""]","[""归母股东权益"", ""总资产""]",2,2,"[""归母股东权益"", ""总资产""]","[""归母股东权益"", ""总资产""]",[],[]
S002,S002-Q069,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",4,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",[],[]
S002,S002-Q070,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]",[],[]
S003,S003-Q001,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产""]",6,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产""]",[],[]
S003,S003-Q002,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母股东权益"", ""总资产""]",6,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母股东权益"", ""总资产""]",[],[]
S003,S003-Q003,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""营业收入""]",6,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""营业收入""]",[],[]
S003,S003-Q004,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产""]",6,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产""]",[],[]
S003,S003-Q005,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""扣非归母净利润""]",4,2,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""扣非归母净利润""]",[],[]
S003,S003-Q006,"[""扣非归母净利润""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]",6,6,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]",[],[]
S003,S003-Q007,"[""经营活动现金流净额""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""经营活动现金流净额""]",6,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""营业收入""]","[""归母净利润""]",[],[]
S003,S003-Q008,"[""总资产""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母股东权益"", ""总资产""]","[""归母股东权益"", ""总资产""]",2,2,"[""归母股东权益""]","[""归母股东权益""]",[],[]
S003,S003-Q009,"[""归母股东权益""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益""]",6,2,"[""归母净利润"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润""]",[],[]
S003,S003-Q010,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产""]",6,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产""]",[],[]
S003,S003-Q011,"[""总资产""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润""]",4,4,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]","[""归母净利润"", ""归母股东权益"", ""扣非归母净利润""]",[],[]
S003,S003-Q012,"[""归母股东权益""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母股东权益"", ""总资产"", ""经营活动现金流净额""]","[""归母股东权益"", ""总资产"", ""经营活动现金流净额""]",3,3,"[""总资产"", ""经营活动现金流净额""]","[""总资产"", ""经营活动现金流净额""]",[],[]
S003,S003-Q013,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产""]",4,2,"[""归母净利润"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产""]",[],[]
S003,S003-Q014,"[""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母股东权益"", ""总资产"", ""营业收入""]","[""归母股东权益"", ""总资产""]",3,2,"[""归母股东权益"", ""总资产""]","[""归母股东权益"", ""总资产""]",[],[]
S003,S003-Q015,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",4,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""归母净利润"", ""营业收入""]",[],[]
S003,S003-Q016,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""总资产""]","[""归母净利润"", ""总资产""]",2,2,"[""归母净利润"", ""总资产""]","[""归母净利润"", ""总资产""]",[],[]
S003,S003-Q017,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润""]",4,4,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润""]",[],[]
S003,S003-Q018,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""总资产"", ""经营活动现金流净额""]",6,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""总资产"", ""经营活动现金流净额""]",[],[]
S003,S003-Q019,[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额""]","[""归母净利润"", ""总资产""]",5,2,"[""归母净利润"", ""归母股东权益"", ""总资产"", ""扣非归母净利润"", ""经营活动现金流净额""]","[""归母净利润"", ""总资产""]",[],[]
