session_id,query_id,add_variant,gold_page_id,gold_source_turn_id,nearest_nongold_page_id,nearest_nongold_source_turn_id,gold_nearest_nongold_cosine
S005,S005-Q056,Old,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,0.9375711816111468
S001,S001-Q007,A1,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,e7eefead-7365-5540-b914-0d6077a14d8c,S001-Q003,0.7091637712812077
S001,S001-Q011,A1,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,0.7663996406301574
S001,S001-Q011,A1,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,dea63c61-1950-5f6a-bdd9-1323f83f3b37,S001-Q002,0.7523556556691018
S001,S001-Q013,A1,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,ed0c9ffd-4cf7-5f79-aaea-898b8f2899f0,S001-Q009,0.7966737910050147
S001,S001-Q013,A1,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,ed0c9ffd-4cf7-5f79-aaea-898b8f2899f0,S001-Q009,0.801574426954431
S001,S001-Q014,A1,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,0.7938193620060325
S001,S001-Q021,A1,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,0.8133007879284112
S001,S001-Q022,A1,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,8322bc48-f2e3-5603-ae53-97917cf35a39,S001-Q004,0.8857578082773654
S001,S001-Q022,A1,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,0.7779598051800075
S001,S001-Q026,A1,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,0.8530212651205893
S001,S001-Q026,A1,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,0.8083477890811606
S001,S001-Q028,A1,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,8322bc48-f2e3-5603-ae53-97917cf35a39,S001-Q004,0.842935345181523
S001,S001-Q033,A1,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2ec87be4-468b-5498-889b-13f43f4ee222,S001-Q016,0.8438252187632287
S001,S001-Q033,A1,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,77cecfad-195f-539e-b105-acf49d23a9c6,S001-Q020,0.8020566620495432
S001,S001-Q035,A1,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,77cecfad-195f-539e-b105-acf49d23a9c6,S001-Q020,0.8020566620495432
S001,S001-Q039,A1,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,8322bc48-f2e3-5603-ae53-97917cf35a39,S001-Q004,0.8640079885958496
S001,S001-Q039,A1,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,e7eefead-7365-5540-b914-0d6077a14d8c,S001-Q003,0.8536196209573188
S001,S001-Q042,A1,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,70d0daf9-01a8-5e0f-9341-e20464515e43,S001-Q005,0.8885446188097013
S001,S001-Q044,A1,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,ec485c25-9d3b-5229-9578-6632bd7bacad,S001-Q037,0.7807231941240009
S001,S001-Q044,A1,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,8322bc48-f2e3-5603-ae53-97917cf35a39,S001-Q004,0.8789832789554237
S001,S001-Q049,A1,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,dea63c61-1950-5f6a-bdd9-1323f83f3b37,S001-Q002,0.810300473643594
S002,S002-Q007,A1,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,ceb187fe-1602-54a0-9ed7-224c7816f53e,S002-Q002,0.892335286717409
S002,S002-Q011,A1,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,0.7690785234614381
S002,S002-Q011,A1,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,ceb187fe-1602-54a0-9ed7-224c7816f53e,S002-Q002,0.892335286717409
S002,S002-Q013,A1,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,ceb187fe-1602-54a0-9ed7-224c7816f53e,S002-Q002,0.892335286717409
S002,S002-Q013,A1,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,ffe3f8c5-2f7a-5645-ac8f-b41d05a11638,S002-Q009,0.788884924972526
S002,S002-Q014,A1,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,ffe3f8c5-2f7a-5645-ac8f-b41d05a11638,S002-Q009,0.7601798893556749
S002,S002-Q021,A1,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,8abb5364-9164-5a46-826a-a0fde69d88a8,S002-Q016,0.8345200059203162
S002,S002-Q022,A1,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,0c762a14-8087-5bb0-a22d-c86667c2dabe,S002-Q017,0.8399029778339592
S002,S002-Q022,A1,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,6e877c55-d5b4-5992-9e95-5c482212a7c9,S002-Q011,0.7906146806427392
S002,S002-Q026,A1,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,0.7190897629312674
S002,S002-Q026,A1,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,4061a539-8cec-524a-9a35-60f71e908abb,S002-Q005,0.7882316924868642
S002,S002-Q028,A1,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,ceb187fe-1602-54a0-9ed7-224c7816f53e,S002-Q002,0.8977251438521527
S002,S002-Q033,A1,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,0.896812968623332
S002,S002-Q033,A1,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,ceb187fe-1602-54a0-9ed7-224c7816f53e,S002-Q002,0.8716658501115957
S002,S002-Q035,A1,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,5d1129e6-fe0c-54c2-8a45-a5291b9d4e53,S002-Q030,0.8813508964142749
S002,S002-Q039,A1,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,53002bea-e9ad-5d96-83a5-03522979913a,S002-Q035,0.8981955670205378
S002,S002-Q039,A1,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,ceb187fe-1602-54a0-9ed7-224c7816f53e,S002-Q002,0.9141218679228701
S002,S002-Q042,A1,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,0.8558199006181638
S002,S002-Q044,A1,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,5d1129e6-fe0c-54c2-8a45-a5291b9d4e53,S002-Q030,0.8786790578430764
S002,S002-Q044,A1,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,50ece86f-0b7d-5180-8833-108f08b16aa0,S002-Q025,0.8971716135436241
S002,S002-Q049,A1,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,0.8150642669815723
S002,S002-Q052,A1,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,5d1129e6-fe0c-54c2-8a45-a5291b9d4e53,S002-Q030,0.8786790578430764
S002,S002-Q052,A1,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,a640b50d-59f1-5355-8579-dc5aea979edb,S002-Q041,0.8643763698040187
S002,S002-Q055,A1,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,ceb187fe-1602-54a0-9ed7-224c7816f53e,S002-Q002,0.891704886020163
S002,S002-Q055,A1,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,a640b50d-59f1-5355-8579-dc5aea979edb,S002-Q041,0.8643763698040187
S002,S002-Q056,A1,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,0.9239880487820414
S002,S002-Q063,A1,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,0c762a14-8087-5bb0-a22d-c86667c2dabe,S002-Q017,0.8096558574450492
S002,S002-Q065,A1,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,9f71d35e-bf23-5ea1-9ed6-f9fb77b5ea80,S002-Q020,0.7559787649191859
S002,S002-Q065,A1,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,f176798e-99a6-575c-b7a4-f45d3d408206,S002-Q059,0.8184354550749492
S002,S002-Q066,A1,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,9f1aca79-05a4-5e05-95d1-2323f4c68ed6,S002-Q026,0.8665510539610478
S002,S002-Q066,A1,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,8abb5364-9164-5a46-826a-a0fde69d88a8,S002-Q016,0.7420647175628897
S002,S002-Q070,A1,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,d04ea023-63be-523c-b994-bdc3c3fd0ae4,S002-Q055,0.8380762115605448
S003,S003-Q007,A1,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,3039ff9a-80a9-534e-bac6-7b97cc24a926,S003-Q002,0.8725315006387894
S003,S003-Q011,A1,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,0.8111544805349953
S003,S003-Q011,A1,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,3039ff9a-80a9-534e-bac6-7b97cc24a926,S003-Q002,0.8725315006387894
S003,S003-Q013,A1,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,3039ff9a-80a9-534e-bac6-7b97cc24a926,S003-Q002,0.8725315006387894
S003,S003-Q013,A1,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,0.8111544805349953
S003,S003-Q014,A1,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,6acea1bf-012f-53f4-bac8-545da6e86a3e,S003-Q009,0.805457277329857
S003,S003-Q021,A1,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,ff050426-ccc1-5faa-8b70-2b3eedf5209b,S003-Q004,0.7423996725461773
S003,S003-Q022,A1,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,3446dbc5-5d91-5f49-a1fe-1d68979506a4,S003-Q011,0.8106576984488794
S003,S003-Q022,A1,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,ff050426-ccc1-5faa-8b70-2b3eedf5209b,S003-Q004,0.8330946113372639
S003,S003-Q026,A1,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,6acea1bf-012f-53f4-bac8-545da6e86a3e,S003-Q009,0.7908419111112811
S003,S003-Q026,A1,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,0.8373028995090851
S003,S003-Q028,A1,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,78d45bb9-9e17-532c-ac94-a233f3897490,S003-Q021,0.8473483553419713
S003,S003-Q033,A1,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,78d45bb9-9e17-532c-ac94-a233f3897490,S003-Q021,0.8588521232039225
S003,S003-Q033,A1,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,0.8633315750837921
S003,S003-Q035,A1,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,0.8633315750837921
S003,S003-Q039,A1,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,05e85ae0-3d1a-5b35-8b21-33024859d641,S003-Q033,0.8669510025085573
S003,S003-Q039,A1,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,0.8633315750837921
S003,S003-Q042,A1,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,78d45bb9-9e17-532c-ac94-a233f3897490,S003-Q021,0.8184277164408481
S003,S003-Q044,A1,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,0.9079646798972839
S003,S003-Q044,A1,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,fe6436d0-9e94-53f7-ae4c-13a3d82b10ba,S003-Q030,0.8938661196910525
S003,S003-Q049,A1,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,a6b0b3ff-1196-57db-b387-1d0385fdf04f,S003-Q041,0.8315738178781144
S003,S003-Q052,A1,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,0.802291970642214
S003,S003-Q052,A1,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,fe6436d0-9e94-53f7-ae4c-13a3d82b10ba,S003-Q030,0.8938661196910525
S003,S003-Q055,A1,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,0.802291970642214
S003,S003-Q055,A1,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,38c8623d-42c1-5db8-ab6e-1f29fd9a82e3,S003-Q047,0.8749190398262459
S003,S003-Q056,A1,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,0.9011709511665383
S003,S003-Q063,A1,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,de8457cd-4b07-5775-9f5e-95f5d65583a0,S003-Q039,0.8139127082055146
S003,S003-Q065,A1,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,52504bc2-69f1-5f7b-a827-97850ce991f6,S003-Q049,0.8545383220484797
S003,S003-Q065,A1,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,25fd6ff3-e933-563b-baa2-5722e21d26fc,S003-Q016,0.864871014076234
S003,S003-Q066,A1,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,0.8372561511652094
S003,S003-Q066,A1,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,78d45bb9-9e17-532c-ac94-a233f3897490,S003-Q021,0.7943988228986308
S003,S003-Q070,A1,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,8b5ae761-3f22-557a-aa9a-f3d5a03b0951,S003-Q046,0.9340971844333978
S003,S003-Q077,A1,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,52504bc2-69f1-5f7b-a827-97850ce991f6,S003-Q049,0.8732253640615021
S003,S003-Q077,A1,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,6f9e1be3-446d-5862-81d1-54c475413106,S003-Q059,0.9532106986217501
S003,S003-Q077,A1,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,3446dbc5-5d91-5f49-a1fe-1d68979506a4,S003-Q011,0.8558370165740012
S003,S003-Q078,A1,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,6f9e1be3-446d-5862-81d1-54c475413106,S003-Q059,0.9532106986217501
S003,S003-Q078,A1,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,aadad3af-5031-5281-97f7-ee1897f7e7a7,S003-Q060,0.7564452023497068
S003,S003-Q084,A1,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,b304bcc8-8a96-5f89-a945-3cef8078b106,S003-Q042,0.8523011940709186
S003,S003-Q088,A1,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,b304bcc8-8a96-5f89-a945-3cef8078b106,S003-Q042,0.8523011940709186
S003,S003-Q088,A1,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,00f1892f-503a-5094-b7b1-b6dc6688a1e4,S003-Q061,0.8555594535785872
S003,S003-Q091,A1,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,8b5ae761-3f22-557a-aa9a-f3d5a03b0951,S003-Q046,0.8194081068885617
S003,S003-Q091,A1,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,8b5ae761-3f22-557a-aa9a-f3d5a03b0951,S003-Q046,0.7897893111666877
S003,S003-Q091,A1,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,00f1892f-503a-5094-b7b1-b6dc6688a1e4,S003-Q061,0.8555594535785872
S004,S004-Q007,A1,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,f3e1812a-c8a3-560c-8424-84d252ae452f,S004-Q002,0.8793077826071178
S004,S004-Q011,A1,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,f3e1812a-c8a3-560c-8424-84d252ae452f,S004-Q002,0.8793077826071178
S004,S004-Q011,A1,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,e45c4d60-1608-5524-b2df-3c2b4e8007c5,S004-Q003,0.746695162078613
S004,S004-Q013,A1,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,f3e1812a-c8a3-560c-8424-84d252ae452f,S004-Q002,0.8793077826071178
S004,S004-Q013,A1,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,e69ec046-4916-5e0b-8917-8f3fc9d8b112,S004-Q004,0.7959478487308141
S004,S004-Q014,A1,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,0.8019382429732628
S004,S004-Q021,A1,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,f3e1812a-c8a3-560c-8424-84d252ae452f,S004-Q002,0.8968477391676736
S004,S004-Q022,A1,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,e45c4d60-1608-5524-b2df-3c2b4e8007c5,S004-Q003,0.847229963225425
S004,S004-Q022,A1,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,6b0cec96-1edf-5cb2-b054-176212013f52,S004-Q017,0.8594703845746297
S004,S004-Q026,A1,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,0cd91b6e-376f-57c4-8232-cdabb36c695f,S004-Q011,0.8515985885710979
S004,S004-Q026,A1,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,6b0cec96-1edf-5cb2-b054-176212013f52,S004-Q017,0.785386137654108
S004,S004-Q028,A1,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,e69ec046-4916-5e0b-8917-8f3fc9d8b112,S004-Q004,0.8575404692003059
S004,S004-Q033,A1,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,9491736f-87d9-560c-86bf-a73959049fab,S004-Q021,0.8641839076678826
S004,S004-Q033,A1,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,75337c00-099c-56d7-ad2c-bd3be6ef4b11,S004-Q010,0.8720615904872488
S004,S004-Q035,A1,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,e7289295-5eb7-5200-bd81-84fad17ad553,S004-Q030,0.9047185930724574
S004,S004-Q039,A1,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,9491736f-87d9-560c-86bf-a73959049fab,S004-Q021,0.8639767336106793
S004,S004-Q039,A1,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,e69ec046-4916-5e0b-8917-8f3fc9d8b112,S004-Q004,0.8195600198958812
S004,S004-Q042,A1,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,0.7874829589977744
S004,S004-Q044,A1,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,75337c00-099c-56d7-ad2c-bd3be6ef4b11,S004-Q010,0.9375146961049325
S004,S004-Q044,A1,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,0fb13663-e832-5a6c-8e8b-55cb61f4a77b,S004-Q020,0.8305487698471795
S004,S004-Q049,A1,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,0.751468304588605
S004,S004-Q052,A1,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,75337c00-099c-56d7-ad2c-bd3be6ef4b11,S004-Q010,0.9375146961049325
S004,S004-Q052,A1,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,32502b7b-9913-5e52-ba96-42d70a980a75,S004-Q046,0.8057177882649565
S004,S004-Q055,A1,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,7a1cdd42-73f1-58ab-9996-cc98d575e415,S004-Q039,0.8864152488417374
S004,S004-Q055,A1,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,32502b7b-9913-5e52-ba96-42d70a980a75,S004-Q046,0.8057177882649565
S004,S004-Q056,A1,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,0.9203927222385969
S004,S004-Q063,A1,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,7a1cdd42-73f1-58ab-9996-cc98d575e415,S004-Q039,0.8331314522614892
S004,S004-Q065,A1,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,e170d165-c266-54ae-b2e5-43779070a30c,S004-Q049,0.8630232802081409
S004,S004-Q065,A1,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,bead4a59-825d-5fae-97c6-57173fa22a57,S004-Q047,0.8814952688856619
S004,S004-Q066,A1,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,0fb13663-e832-5a6c-8e8b-55cb61f4a77b,S004-Q020,0.8103646244127438
S004,S004-Q066,A1,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,0.8215219092747393
S004,S004-Q070,A1,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,32502b7b-9913-5e52-ba96-42d70a980a75,S004-Q046,0.856574050141433
S005,S005-Q007,A1,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,10569cae-16c7-5568-ba6d-1657af10cab8,S005-Q003,0.7748359460249139
S005,S005-Q011,A1,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,0.7881055116923243
S005,S005-Q011,A1,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,03c1ad0a-b53e-556e-a84e-489e1333b34f,S005-Q004,0.8097744288359523
S005,S005-Q013,A1,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,0.7881055116923243
S005,S005-Q013,A1,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,99505de4-75be-5000-9569-861beeedb502,S005-Q009,0.8377384128808197
S005,S005-Q014,A1,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,03c1ad0a-b53e-556e-a84e-489e1333b34f,S005-Q004,0.8186410086111977
S005,S005-Q021,A1,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,8f6e0be2-3e8c-518c-828b-4c8164c6b2dc,S005-Q016,0.8276160880976323
S005,S005-Q022,A1,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,bc4d1854-30aa-5335-9da4-5a3c0b433247,S005-Q011,0.7978165858824386
S005,S005-Q022,A1,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,03c1ad0a-b53e-556e-a84e-489e1333b34f,S005-Q004,0.8766672705692752
S005,S005-Q026,A1,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,bc4d1854-30aa-5335-9da4-5a3c0b433247,S005-Q011,0.8334724186859813
S005,S005-Q026,A1,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,0.7437937583665873
S005,S005-Q028,A1,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,03c1ad0a-b53e-556e-a84e-489e1333b34f,S005-Q004,0.8914766951678266
S005,S005-Q033,A1,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,c3bd2186-8e7b-582d-a301-28889918dae5,S005-Q002,0.8076891362261793
S005,S005-Q033,A1,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,fc11c23b-bc92-5e76-ab30-3e7331311d80,S005-Q028,0.8513843653731569
S005,S005-Q035,A1,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,fc11c23b-bc92-5e76-ab30-3e7331311d80,S005-Q028,0.8513843653731569
S005,S005-Q039,A1,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,c3bd2186-8e7b-582d-a301-28889918dae5,S005-Q002,0.7749728779128113
S005,S005-Q039,A1,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,3dbf1d5d-2b5b-5024-aede-0c998a2d60d1,S005-Q033,0.8346550232892209
S005,S005-Q042,A1,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,0.8350429236335452
S005,S005-Q044,A1,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,732883c4-52c5-5873-9860-1dbf08bbbe86,S005-Q031,0.8292424499616259
S005,S005-Q044,A1,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,52d2178b-fbd4-5b25-82b4-175c47809c44,S005-Q020,0.8781469085655679
S005,S005-Q049,A1,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,9dd65141-00b2-5e5e-9c04-95ba6d5fd817,S005-Q025,0.7764712234883949
S005,S005-Q052,A1,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,0696cb56-7c79-5b0c-a622-946183879836,S005-Q026,0.8327634897452155
S005,S005-Q052,A1,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,52d2178b-fbd4-5b25-82b4-175c47809c44,S005-Q020,0.8781469085655679
S005,S005-Q055,A1,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,0.7931505615033297
S005,S005-Q055,A1,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,0696cb56-7c79-5b0c-a622-946183879836,S005-Q026,0.8327634897452155
S005,S005-Q056,A1,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,0.8730579036272567
