session_id,source_turn_id,user_indicator_set,assistant_indicator_set,Old_summary_indicator_set,Old_summary_indicator_count,A1_summary_indicator_set,A1_summary_indicator_count,A2_summary_indicator_set,A2_summary_indicator_count,A3_summary_indicator_set,A3_summary_indicator_count
S002,S002-Q025,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""总资产"", ""归母股东权益""]",2,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""总资产"", ""归母股东权益""]",2
S002,S002-Q026,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S002,S002-Q027,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S002,S002-Q028,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""归母净利润"", ""总资产"", ""归母股东权益""]",3
S002,S002-Q029,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""总资产"", ""归母股东权益""]",3,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4
S002,S002-Q030,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S002,S002-Q031,"[""经营活动现金流净额""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""经营活动现金流净额"", ""总资产""]",4,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S002,S002-Q032,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""总资产"", ""归母股东权益""]",2,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""总资产"", ""归母股东权益""]",2
S002,S002-Q033,"[""归母净利润""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""经营活动现金流净额""]",1,"[""归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",4,"[""归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",4
S002,S002-Q034,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",5,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S002,S002-Q035,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产""]",3
S002,S002-Q036,"[""总资产""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4
S002,S002-Q037,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2
S002,S002-Q038,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",5,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S002,S002-Q039,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产""]",3,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S002,S002-Q040,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""归母净利润"", ""总资产"", ""归母股东权益""]",3
S002,S002-Q041,"[""总资产""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""总资产"", ""归母股东权益""]",3,"[""总资产"", ""归母股东权益""]",2
S002,S002-Q042,"[""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""归母净利润"", ""总资产"", ""归母股东权益""]",3,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润""]",2
S002,S002-Q043,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""总资产""]",3
S002,S002-Q044,"[""营业收入""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""总资产"", ""归母股东权益""]",3,"[""营业收入"", ""总资产"", ""归母股东权益""]",3,"[""营业收入"", ""总资产"", ""归母股东权益""]",3,"[""营业收入"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",4
S002,S002-Q045,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""总资产"", ""归母股东权益""]",3,"[""营业收入"", ""总资产"", ""归母股东权益""]",3,"[""总资产"", ""归母股东权益""]",2
S002,S002-Q046,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润""]",2
S002,S002-Q047,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产""]",3,"[""营业收入"", ""归母净利润"", ""总资产""]",3,"[""营业收入"", ""归母净利润"", ""总资产""]",3
S002,S002-Q048,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""总资产"", ""归母股东权益""]",2,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3
S002,S002-Q049,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2
S002,S002-Q050,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产""]",3
S002,S002-Q051,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S002,S002-Q052,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",4
S002,S002-Q053,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""总资产"", ""归母股东权益""]",3,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4
S002,S002-Q054,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产""]",3,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S002,S002-Q055,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S002,S002-Q056,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2
S002,S002-Q057,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2
S002,S002-Q058,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产""]",3,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",5,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S002,S002-Q059,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S002,S002-Q060,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""营业收入"", ""归母净利润"", ""总资产""]",3,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""总资产"", ""归母股东权益""]",2
S002,S002-Q061,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2
S002,S002-Q062,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S002,S002-Q063,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产""]",3,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S002,S002-Q064,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2
S002,S002-Q065,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""总资产"", ""归母股东权益""]",3,"[""营业收入"", ""总资产"", ""归母股东权益""]",3,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4
S002,S002-Q066,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产""]",3
S002,S002-Q067,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S002,S002-Q068,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2
S002,S002-Q069,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""总资产"", ""归母股东权益""]",2,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""总资产"", ""归母股东权益""]",2
S002,S002-Q070,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q001,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q002,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2
S003,S003-Q003,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额"", ""总资产""]",4,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q004,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""总资产""]",2,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额"", ""总资产""]",4,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3
S003,S003-Q005,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",4,"[""归母净利润"", ""扣非归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""扣非归母净利润""]",3,"[""归母净利润"", ""扣非归母净利润""]",2
S003,S003-Q006,"[""扣非归母净利润""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产""]",5,"[""扣非归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产""]",4
S003,S003-Q007,"[""经营活动现金流净额""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""经营活动现金流净额""]",2,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""经营活动现金流净额""]",2
S003,S003-Q008,"[""总资产""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""总资产"", ""归母股东权益""]",2,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3
S003,S003-Q009,"[""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""归母股东权益""]",2,"[""营业收入"", ""归母净利润"", ""归母股东权益""]",3,"[""营业收入"", ""归母净利润"", ""归母股东权益""]",3
S003,S003-Q010,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q011,"[""总资产""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产""]",4,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产""]",4,"[""归母净利润"", ""扣非归母净利润"", ""总资产"", ""归母股东权益""]",4
S003,S003-Q012,"[""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3,"[""总资产"", ""归母股东权益""]",2,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3,"[""经营活动现金流净额"", ""总资产""]",2
S003,S003-Q013,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""经营活动现金流净额"", ""总资产""]",4,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""总资产"", ""归母股东权益""]",2
S003,S003-Q014,"[""营业收入""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""总资产"", ""归母股东权益""]",3,"[""营业收入"", ""总资产"", ""归母股东权益""]",3,"[""营业收入"", ""总资产"", ""归母股东权益""]",3,"[""营业收入"", ""总资产"", ""归母股东权益""]",3
S003,S003-Q015,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""营业收入"", ""归母净利润"", ""总资产""]",3,"[""营业收入"", ""归母净利润""]",2
S003,S003-Q016,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q017,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""扣非归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""归母净利润"", ""扣非归母净利润"", ""总资产"", ""归母股东权益""]",4,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",5,"[""归母净利润"", ""扣非归母净利润"", ""总资产"", ""归母股东权益""]",4
S003,S003-Q018,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2
S003,S003-Q019,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",5,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q020,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""总资产"", ""归母股东权益""]",2,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3
S003,S003-Q021,"[""经营活动现金流净额""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""经营活动现金流净额""]",2,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q022,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3
S003,S003-Q023,"[""归母净利润""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""经营活动现金流净额""]",2,"[""归母净利润"", ""经营活动现金流净额""]",2,"[""归母净利润"", ""经营活动现金流净额""]",2,"[""归母净利润"", ""经营活动现金流净额""]",2
