session_id,source_turn_id,has_dependency_signal,dependency_type,Old_preserved,Old_keyword_covered,A1_preserved,A1_keyword_covered,A2_preserved,A2_keyword_covered,A3_preserved,A3_keyword_covered
S004,S004-Q057,True,"[""PREVIOUS_TURN"", ""REVISION""]",True,True,True,True,True,True,True,True
S004,S004-Q058,True,"[""PREVIOUS_TURN"", ""EARLIER_CONTEXT""]",True,False,True,False,True,True,True,True
S004,S004-Q059,True,"[""PREVIOUS_TURN""]",False,False,False,False,True,True,True,True
S004,S004-Q060,True,"[""PREVIOUS_TURN"", ""REVISION""]",True,False,True,False,True,True,True,False
S004,S004-Q061,True,"[""PREVIOUS_TURN"", ""EARLIER_CONTEXT"", ""CONTINUATION""]",False,False,True,True,True,True,True,False
S004,S004-Q062,True,"[""PREVIOUS_TURN"", ""EARLIER_CONTEXT"", ""REVISION""]",True,True,True,True,True,True,True,True
S004,S004-Q063,True,"[""EARLIER_CONTEXT""]",True,True,True,True,True,True,True,True
S004,S004-Q064,True,"[""PREVIOUS_TURN"", ""REVISION""]",True,True,True,True,True,True,True,False
S004,S004-Q065,True,"[""EARLIER_CONTEXT"", ""REVISION""]",True,False,True,True,True,True,True,False
S004,S004-Q066,True,"[""CONTINUATION""]",False,False,False,False,True,True,False,False
S004,S004-Q067,True,"[""PREVIOUS_TURN"", ""EARLIER_CONTEXT"", ""REVISION""]",True,False,True,True,True,True,True,False
S004,S004-Q068,True,"[""PREVIOUS_TURN"", ""REVISION""]",True,True,True,True,True,True,True,False
S004,S004-Q069,True,"[""EARLIER_CONTEXT"", ""CONTINUATION""]",False,False,True,False,True,True,True,False
S004,S004-Q070,True,"[""PREVIOUS_TURN""]",False,False,False,False,True,True,False,False
S004,S004-Q071,True,"[""EARLIER_CONTEXT""]",False,False,True,True,True,True,True,False
S005,S005-Q001,False,[],,,,,,,,
S005,S005-Q002,True,"[""PREVIOUS_TURN"", ""CONTINUATION""]",False,False,False,False,True,True,False,False
S005,S005-Q003,True,"[""PREVIOUS_TURN""]",False,False,False,False,True,False,False,False
S005,S005-Q004,True,"[""PREVIOUS_TURN"", ""CONTINUATION""]",True,False,True,False,True,True,True,False
S005,S005-Q005,True,"[""PREVIOUS_TURN""]",False,False,False,False,True,True,False,False
S005,S005-Q006,True,"[""EARLIER_CONTEXT"", ""REVISION""]",True,False,True,True,True,True,True,False
S005,S005-Q007,True,"[""PREVIOUS_TURN""]",True,False,True,False,True,True,True,False
S005,S005-Q008,True,"[""EARLIER_CONTEXT"", ""CONTINUATION""]",False,False,True,False,True,True,True,False
S005,S005-Q009,True,"[""EARLIER_CONTEXT"", ""CONTINUATION""]",False,False,False,False,True,True,True,False
S005,S005-Q010,True,"[""PREVIOUS_TURN"", ""REVISION""]",True,True,True,True,True,True,True,True
S005,S005-Q011,True,"[""PREVIOUS_TURN"", ""EARLIER_CONTEXT""]",False,False,True,False,True,True,True,False
S005,S005-Q012,True,"[""PREVIOUS_TURN""]",False,False,False,False,True,False,False,False
S005,S005-Q013,True,"[""PREVIOUS_TURN""]",True,False,False,False,True,True,True,False
S005,S005-Q014,True,"[""PREVIOUS_TURN""]",True,False,False,True,True,True,False,False
S005,S005-Q015,True,"[""EARLIER_CONTEXT"", ""CONTINUATION"", ""REVISION""]",True,True,True,True,True,True,True,True
S005,S005-Q016,True,"[""PREVIOUS_TURN"", ""EARLIER_CONTEXT"", ""REVISION""]",True,False,True,True,True,True,True,True
S005,S005-Q017,True,"[""PREVIOUS_TURN"", ""EARLIER_CONTEXT"", ""REVISION""]",True,True,True,True,True,True,True,True
S005,S005-Q018,True,"[""EARLIER_CONTEXT""]",False,False,True,False,True,True,False,False
S005,S005-Q019,True,"[""PREVIOUS_TURN""]",False,False,True,False,True,True,False,False
S005,S005-Q020,True,"[""PREVIOUS_TURN""]",False,False,False,False,True,True,False,False
S005,S005-Q021,True,"[""EARLIER_CONTEXT""]",False,False,False,False,True,True,False,False
S005,S005-Q022,True,"[""PREVIOUS_TURN"", ""CONTINUATION""]",True,False,False,False,True,True,False,False
S005,S005-Q023,True,"[""PREVIOUS_TURN""]",True,False,False,False,True,True,True,False
S005,S005-Q024,True,"[""PREVIOUS_TURN"", ""CONTINUATION""]",False,False,False,False,True,True,True,False
S005,S005-Q025,True,"[""EARLIER_CONTEXT""]",True,False,False,False,True,True,False,False
S005,S005-Q026,True,"[""PREVIOUS_TURN"", ""CONTINUATION""]",False,False,True,False,True,True,False,False
S005,S005-Q027,True,"[""EARLIER_CONTEXT""]",False,False,False,False,True,True,False,False
S005,S005-Q028,True,"[""PREVIOUS_TURN"", ""REVISION""]",True,True,True,True,True,True,True,True
S005,S005-Q029,True,"[""PREVIOUS_TURN"", ""EARLIER_CONTEXT"", ""REVISION""]",True,True,True,True,True,True,True,True
S005,S005-Q030,True,"[""EARLIER_CONTEXT"", ""CONTINUATION""]",False,False,True,False,True,True,True,True
S005,S005-Q031,True,"[""PREVIOUS_TURN""]",True,False,True,True,True,True,True,False
S005,S005-Q032,True,"[""PREVIOUS_TURN""]",False,False,False,False,True,True,False,False
S005,S005-Q033,True,"[""PREVIOUS_TURN"", ""EARLIER_CONTEXT"", ""REVISION""]",True,False,True,True,True,True,True,True
S005,S005-Q034,True,"[""CONTINUATION""]",False,False,False,False,True,True,False,False
S005,S005-Q035,True,"[""PREVIOUS_TURN""]",False,False,False,True,True,True,False,False
S005,S005-Q036,True,"[""EARLIER_CONTEXT"", ""CONTINUATION""]",False,False,True,True,True,True,False,False
S005,S005-Q037,True,"[""PREVIOUS_TURN""]",True,False,True,False,True,True,False,False
S005,S005-Q038,True,"[""EARLIER_CONTEXT""]",True,True,True,True,True,True,True,True
S005,S005-Q039,True,"[""PREVIOUS_TURN"", ""REVISION""]",False,False,True,True,True,True,True,True
S005,S005-Q040,True,"[""EARLIER_CONTEXT"", ""CONTINUATION""]",True,False,True,False,True,True,True,False
S005,S005-Q041,True,"[""EARLIER_CONTEXT""]",False,False,False,False,True,True,True,False
S005,S005-Q042,True,"[""PREVIOUS_TURN""]",False,False,False,False,True,True,False,False
S005,S005-Q043,True,"[""PREVIOUS_TURN""]",True,False,True,False,True,True,False,False
S005,S005-Q044,True,"[""EARLIER_CONTEXT"", ""CONTINUATION""]",False,False,False,False,True,True,False,False
S005,S005-Q045,True,"[""PREVIOUS_TURN""]",False,False,False,False,True,True,False,False
S005,S005-Q046,True,"[""PREVIOUS_TURN"", ""CONTINUATION"", ""REVISION""]",True,False,True,True,True,True,True,True
S005,S005-Q047,True,"[""PREVIOUS_TURN"", ""EARLIER_CONTEXT""]",True,True,True,True,True,True,True,True
S005,S005-Q048,True,"[""PREVIOUS_TURN""]",False,False,True,False,True,True,True,False
S005,S005-Q049,True,"[""EARLIER_CONTEXT""]",False,False,True,False,True,True,True,False
S005,S005-Q050,True,"[""PREVIOUS_TURN"", ""CONTINUATION""]",False,False,True,False,True,True,True,False
S005,S005-Q051,True,"[""PREVIOUS_TURN"", ""EARLIER_CONTEXT"", ""CONTINUATION"", ""REVISION""]",True,False,True,True,True,True,True,True
S005,S005-Q052,True,"[""PREVIOUS_TURN"", ""EARLIER_CONTEXT""]",True,True,True,True,True,True,True,True
S005,S005-Q053,True,"[""EARLIER_CONTEXT""]",True,True,True,True,True,True,True,True
S005,S005-Q054,True,"[""PREVIOUS_TURN"", ""REVISION""]",True,True,True,True,True,True,True,False
S005,S005-Q055,True,"[""EARLIER_CONTEXT"", ""REVISION""]",True,False,True,False,True,True,True,False
