Config,comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,transition,dense_rank,hybrid_rank,dense_score,raw_bm25_score,normalized_bm25_score,hybrid_final_score
H1,H1 vs Dense,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,12,12,0,0.5834260582923889,0.30334504903672005,-0.28008100925566887,UNCHANGED,12,12,0.5834260582923889,4.525384902954102,0.02326403978105113,0.30334504903672005
H1,H1 vs Dense,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,21,18,3,0.54683518409729,0.2828807244499015,-0.26395445964738856,UNCHANGED,21,18,0.54683518409729,4.103806018829346,0.018926264802512884,0.2828807244499015
H1,H1 vs Dense,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,17,19,-2,0.5243327021598816,0.26572098743723394,-0.25861171472264766,UNCHANGED,17,19,0.5243327021598816,2.121558666229248,0.007109272714586262,0.26572098743723394
H1,H1 vs Dense,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,2,6,-4,0.6725355982780457,0.3381326197462082,-0.3344029785318375,DEMOTED,2,6,0.6725355982780457,0.8245867490768433,0.0037296412143707075,0.3381326197462082
H1,H1 vs Dense,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,29,26,3,0.5633748769760132,0.28772677948753506,-0.2756480974884781,UNCHANGED,29,26,0.5633748769760132,3.191678047180176,0.012078681999056977,0.28772677948753506
H1,H1 vs Dense,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,6,12,-6,0.5420230627059937,0.2756718772406463,-0.26635118546534736,UNCHANGED,6,12,0.5420230627059937,2.667691946029663,0.009320691775298963,0.2756718772406463
H1,H1 vs Dense,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,33,34,-1,0.4599473774433136,0.23946052119266883,-0.22048685625064476,UNCHANGED,33,34,0.4599473774433136,4.10890531539917,0.01897366494202408,0.23946052119266883
H1,H1 vs Dense,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,15,1,14,0.5070860385894775,0.3530142482022707,-0.15407179038720686,PROMOTED,15,1,0.5070860385894775,9.214165687561035,0.19894245781506387,0.3530142482022707
H1,H1 vs Dense,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,22,20,2,0.5056788325309753,0.2637554712717635,-0.24192336125921182,UNCHANGED,22,20,0.5056788325309753,4.3954010009765625,0.021832110012551736,0.2637554712717635
H1,H1 vs Dense,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,10,9,1,0.5986801981925964,0.3393592647466602,-0.2593209334459362,UNCHANGED,10,9,0.5986801981925964,7.116347312927246,0.08003833130072406,0.3393592647466602
H1,H1 vs Dense,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,15,16,-1,0.592033326625824,0.31311015160075895,-0.27892317502506503,UNCHANGED,15,16,0.592033326625824,5.3177490234375,0.03418697657569393,0.31311015160075895
H1,H1 vs Dense,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,41,45,-4,0.4069212079048157,0.20595021043534945,-0.20097099746946623,UNCHANGED,41,45,0.4069212079048157,1.4050164222717285,0.004979212965883192,0.20595021043534945
H1,H1 vs Dense,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,11,21,-10,0.4789794087409973,0.24290198757811626,-0.23607742116288105,UNCHANGED,11,21,0.4789794087409973,2.03924298286438,0.006824566415235193,0.24290198757811626
H1,H1 vs Dense,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,3,8,-5,0.5221919417381287,0.26912992133800084,-0.2530620204001278,DEMOTED,3,8,0.5221919417381287,3.770533323287964,0.016067900937873057,0.26912992133800084
H1,H1 vs Dense,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,19,13,6,0.4438685476779938,0.24941151114997384,-0.19445703652801993,UNCHANGED,19,13,0.4438685476779938,6.310544013977051,0.0549544746219539,0.24941151114997384
H1,H1 vs Dense,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,18,17,1,0.4406288266181946,0.2313688127320296,-0.20926001388616497,UNCHANGED,18,17,0.4406288266181946,4.421154499053955,0.02210879884586465,0.2313688127320296
H1,H1 vs Dense,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,14,9,5,0.4429168999195099,0.24758338106433334,-0.19533351885517655,UNCHANGED,14,9,0.4429168999195099,6.203892707824707,0.05224986220915678,0.24758338106433334
H1,H1 vs Dense,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,1,7,-6,0.48954805731773376,0.2646037611435128,-0.22494429617422096,DEMOTED,1,7,0.48954805731773376,5.6260833740234375,0.0396594649692919,0.2646037611435128
H1,H1 vs Dense,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,18,29,-11,0.4069208800792694,0.20622579776833855,-0.20069508231093086,UNCHANGED,18,29,0.4069208800792694,1.6162159442901611,0.0055307154574076684,0.20622579776833855
H1,H1 vs Dense,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,4,11,-7,0.4601253867149353,0.24681550688525963,-0.21330987982967567,DEMOTED,4,11,0.4601253867149353,5.276075839996338,0.03350562705558398,0.24681550688525963
H1,H1 vs Dense,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,16,21,-5,0.6070505380630493,0.30767748289345503,-0.2993730551695943,UNCHANGED,16,21,0.6070505380630493,2.4347453117370605,0.008304427723860806,0.30767748289345503
H1,H1 vs Dense,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,54,54,0,0.5469114780426025,0.2783446122520629,-0.2685668657905396,UNCHANGED,54,54,0.5469114780426025,2.76435923576355,0.009777746461523271,0.2783446122520629
H1,H1 vs Dense,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,24,31,-7,0.5937093496322632,0.301077871648902,-0.2926314779833612,UNCHANGED,24,31,0.5937093496322632,2.46893310546875,0.00844639366554079,0.301077871648902
H1,H1 vs Dense,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,5,8,-3,0.5364928841590881,0.2799889470961406,-0.25650393706294755,DEMOTED,5,8,0.5364928841590881,4.544744491577148,0.02348501003319302,0.2799889470961406
H1,H1 vs Dense,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,47,34,13,0.482970654964447,0.25677907386139426,-0.22619158110305276,UNCHANGED,47,34,0.482970654964447,5.087801933288574,0.030587492758341512,0.25677907386139426
H1,H1 vs Dense,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,30,46,-16,0.6417790651321411,0.32088953256607056,-0.32088953256607056,UNCHANGED,30,46,0.6417790651321411,1.9313969612121582,0.0,0.32088953256607056
H1,H1 vs Dense,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,12,3,9,0.6042231917381287,0.3952427552189446,-0.20898043651918408,PROMOTED,12,3,0.6042231917381287,9.05103588104248,0.18626231869976048,0.3952427552189446
H1,H1 vs Dense,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,48,36,12,0.5702548027038574,0.296736545981076,-0.2735182567227814,UNCHANGED,48,36,0.5702548027038574,4.5213541984558105,0.02321828925829462,0.296736545981076
H1,H1 vs Dense,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,22,32,-10,0.5237754583358765,0.2692022019856842,-0.2545732563501923,UNCHANGED,22,32,0.5237754583358765,3.579967737197876,0.014628945635491913,0.2692022019856842
H1,H1 vs Dense,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,3,6,-3,0.5488320589065552,0.3963812840533233,-0.15245077485323189,DEMOTED,3,6,0.5488320589065552,9.737500190734863,0.2439305092000914,0.3963812840533233
H1,H1 vs Dense,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,23,14,9,0.5221955180168152,0.3014642547805348,-0.2207312632362804,UNCHANGED,23,14,0.5221955180168152,7.135141372680664,0.08073299154425441,0.3014642547805348
H1,H1 vs Dense,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,3,0,0.35100364685058594,0.17704318793707127,-0.17396045891351467,UNCHANGED,3,3,0.35100364685058594,0.4422949254512787,0.0030827290235565926,0.17704318793707127
H1,H1 vs Dense,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,7,0,0.5022115111351013,0.2528547838873018,-0.2493567272477995,UNCHANGED,7,7,0.5022115111351013,0.6959129571914673,0.003498056639502346,0.2528547838873018
H1,H1 vs Dense,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.6210789084434509,0.32441309327437334,-0.2966658151690776,UNCHANGED,1,1,0.6210789084434509,4.8870439529418945,0.0277472781052958,0.32441309327437334
H1,H1 vs Dense,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,8,0,0.593585193157196,0.2989132679371218,-0.29467192522007424,UNCHANGED,8,8,0.593585193157196,1.0827499628067017,0.004241342717047574,0.2989132679371218
H1,H1 vs Dense,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,7,-2,0.6157102584838867,0.31352390420018866,-0.30218635428369806,DEMOTED,5,7,0.6157102584838867,3.0635344982147217,0.011337549916490655,0.31352390420018866
H1,H1 vs Dense,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,2,0,0.5244457125663757,0.2694477357213815,-0.25499797684499426,UNCHANGED,2,2,0.5244457125663757,3.554955244064331,0.014449758876387254,0.2694477357213815
H1,H1 vs Dense,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,8,3,0.6970088481903076,0.37181451456817616,-0.32519433362213146,UNCHANGED,11,8,0.6970088481903076,5.964040279388428,0.046620180946044705,0.37181451456817616
H1,H1 vs Dense,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,5,-2,0.7119752168655396,0.3681058083733041,-0.34386940849223546,UNCHANGED,3,5,0.7119752168655396,4.6092705726623535,0.02423639988106861,0.3681058083733041
H1,H1 vs Dense,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,3,1,0.7066170573234558,0.49846952161237,-0.2081475357110858,UNCHANGED,4,3,0.7066170573234558,10.212358474731445,0.2903219859012842,0.49846952161237
H1,H1 vs Dense,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,5,13,0.7261838316917419,0.41724999641367316,-0.3089338352780688,PROMOTED,18,5,0.7261838316917419,7.783885478973389,0.10831616113560437,0.41724999641367316
H1,H1 vs Dense,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,14,8,6,0.7453212141990662,0.39878126460179647,-0.3465399495972697,UNCHANGED,14,8,0.7453212141990662,6.203547477722168,0.05224131500452673,0.39878126460179647
H1,H1 vs Dense,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,8,3,5,0.7841389775276184,0.437808618384949,-0.3463303591426694,PROMOTED,8,3,0.7841389775276184,7.408565044403076,0.09147825924227956,0.437808618384949
H1,H1 vs Dense,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,3,2,0.6531623601913452,0.35094703245083747,-0.30221532774050774,UNCHANGED,5,3,0.6531623601913452,6.057067394256592,0.048731704710329685,0.35094703245083747
H1,H1 vs Dense,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,16,3,0.60422682762146,0.3117007246416742,-0.29252610297978576,UNCHANGED,19,16,0.60422682762146,4.1303863525390625,0.019174621661888384,0.3117007246416742
H1,H1 vs Dense,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,8,-5,0.5494986772537231,0.2789063368032909,-0.27059234045043223,DEMOTED,3,8,0.5494986772537231,2.437067747116089,0.008313996352858644,0.2789063368032909
H1,H1 vs Dense,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,6,-2,0.5578400492668152,0.281933311722398,-0.2759067375444172,DEMOTED,4,6,0.5578400492668152,1.7889364957809448,0.006026574177980792,0.281933311722398
H1,H1 vs Dense,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,21,0,0.489423006772995,0.24834362077854033,-0.24107938599445466,UNCHANGED,21,21,0.489423006772995,2.164996862411499,0.007264234784085683,0.24834362077854033
H1,H1 vs Dense,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,8,-4,0.5434472560882568,0.2772926207932831,-0.26615463529497374,DEMOTED,4,8,0.5434472560882568,3.0276131629943848,0.011137985498309369,0.2772926207932831
H1,H1 vs Dense,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,40,0,0.30329322814941406,0.15469284163767333,-0.14860038651174073,UNCHANGED,40,40,0.30329322814941406,1.8108139038085938,0.006092455125932585,0.15469284163767333
H1,H1 vs Dense,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,1,27,0.3380138576030731,0.4315948487353106,0.0935809911322375,PROMOTED,28,1,0.3380138576030731,12.201577186584473,0.5251758398675481,0.4315948487353106
H1,H1 vs Dense,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,24,-2,0.5372671484947205,0.2714770756960995,-0.26579007279862094,UNCHANGED,22,24,0.5372671484947205,1.6722626686096191,0.005687002897478583,0.2714770756960995
H1,H1 vs Dense,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,23,13,0.5712360143661499,0.3107734280702341,-0.2604625862959158,UNCHANGED,36,23,0.5712360143661499,6.124171733856201,0.050310841774318334,0.3107734280702341
H1,H1 vs Dense,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,17,2,15,0.6142544746398926,0.6686421698293925,0.05438769518949993,PROMOTED,17,2,0.6142544746398926,13.919081687927246,0.7230298650188925,0.6686421698293925
H1,H1 vs Dense,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,13,12,0.5234483480453491,0.30285073245408706,-0.22059761559126206,UNCHANGED,25,13,0.5234483480453491,7.175759315490723,0.08225311686282501,0.30285073245408706
H1,H1 vs Dense,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,33,0,0.5125783085823059,0.2664179095918951,-0.2461603989904108,UNCHANGED,33,33,0.5125783085823059,4.242471694946289,0.0202575106014843,0.2664179095918951
H1,H1 vs Dense,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,16,-13,0.6123521327972412,0.3140750482909123,-0.2982770845063289,DEMOTED,3,16,0.6123521327972412,3.7360997200012207,0.015797963784583435,0.3140750482909123
H1,H1 vs Dense,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,27,-1,0.4568561911582947,0.23918542316184913,-0.21767076799644555,UNCHANGED,26,27,0.4568561911582947,4.365457057952881,0.021514655165403598,0.23918542316184913
H1,H1 vs Dense,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,12,19,-7,0.4582591652870178,0.23709596339845726,-0.22116320188856056,UNCHANGED,12,19,0.4582591652870178,3.753366470336914,0.015932761509896684,0.23709596339845726
H1,H1 vs Dense,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,12,-10,0.47814619541168213,0.2495941502607619,-0.22855204515092023,DEMOTED,2,12,0.47814619541168213,4.32007360458374,0.021042105109841686,0.2495941502607619
H1,H1 vs Dense,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,23,-8,0.42474165558815,0.21506257235916584,-0.20967908322898418,UNCHANGED,15,23,0.42474165558815,1.561958909034729,0.0053834891301816415,0.21506257235916584
H1,H1 vs Dense,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,28,-6,0.41263967752456665,0.2090720249620212,-0.20356765256254544,UNCHANGED,22,28,0.41263967752456665,1.606614112854004,0.005504372399475751,0.2090720249620212
H1,H1 vs Dense,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,10,-6,0.5201765894889832,0.2957074873470962,-0.22446910214188698,DEMOTED,4,10,0.5201765894889832,6.864359378814697,0.07123838520520925,0.2957074873470962
H1,H1 vs Dense,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,2,0,0.4894738793373108,0.24714751767294713,-0.24232636166436367,UNCHANGED,2,2,0.4894738793373108,1.3401825428009033,0.00482115600858348,0.24714751767294713
H1,H1 vs Dense,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,7,0,0.4091431200504303,0.20618816378831925,-0.20295495626211105,UNCHANGED,7,7,0.4091431200504303,0.5379157066345215,0.003233207526208202,0.20618816378831925
H1,H1 vs Dense,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,3,-1,0.4483288526535034,0.22749476255058157,-0.22083409010292185,UNCHANGED,2,3,0.4483288526535034,1.9902962446212769,0.006660672447659725,0.22749476255058157
H1,H1 vs Dense,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,9,0,0.4276643693447113,0.21539105059871688,-0.21227331874599442,UNCHANGED,9,9,0.4276643693447113,0.4649461805820465,0.003117731852722439,0.21539105059871688
H1,H1 vs Dense,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.4773827791213989,0.2477550313922572,-0.2296277477291417,UNCHANGED,1,1,0.4773827791213989,4.015913009643555,0.01812728366311549,0.2477550313922572
H1,H1 vs Dense,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,5,-1,0.42706114053726196,0.2174282984966289,-0.20963284204063307,UNCHANGED,4,5,0.42706114053726196,2.3072235584259033,0.007795456455995855,0.2174282984966289
H1,H1 vs Dense,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,4,0,0.5493555665016174,0.2836793670267348,-0.26567619947488263,UNCHANGED,4,4,0.5493555665016174,4.001919269561768,0.018003167551852214,0.2836793670267348
H1,H1 vs Dense,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,11,0,0.5612436532974243,0.28558148402749706,-0.27566216926992726,UNCHANGED,11,11,0.5612436532974243,2.7933948040008545,0.009919314757569752,0.28558148402749706
H1,H1 vs Dense,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,9,5,0.5384949445724487,0.2890650449484389,-0.24942989962400985,UNCHANGED,14,9,0.5384949445724487,5.624805927276611,0.03963514532442901,0.2890650449484389
H1,H1 vs Dense,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,7,-2,0.6158711314201355,0.31092642808454085,-0.30494470333559465,DEMOTED,5,7,0.6158711314201355,1.7739067077636719,0.005981724748946209,0.31092642808454085
H1,H1 vs Dense,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,10,10,0,0.5733019709587097,0.2960405930032966,-0.2772613779554131,UNCHANGED,10,10,0.5733019709587097,4.087906360626221,0.018779215047883525,0.2960405930032966
H1,H1 vs Dense,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,15,-2,0.5440734028816223,0.27652953842452466,-0.26754386445709766,UNCHANGED,13,15,0.5440734028816223,2.5938050746917725,0.008985673967426961,0.27652953842452466
H1,H1 vs Dense,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,5,-4,0.6653862595558167,0.38697804870209845,-0.2784082108537182,UNCHANGED,1,5,0.6653862595558167,7.789133071899414,0.10856983784838024,0.38697804870209845
H1,H1 vs Dense,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,3,-1,0.6522879004478455,0.417573218543385,-0.23471468190446043,UNCHANGED,2,3,0.6522879004478455,9.0058012008667,0.18285853663892465,0.417573218543385
H1,H1 vs Dense,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,5,6,-1,0.6095507144927979,0.3064220971127226,-0.30312861738007524,DEMOTED,5,6,0.6095507144927979,0.5749766230583191,0.0032934797326473367,0.3064220971127226
H1,H1 vs Dense,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,23,-2,0.46689894795417786,0.23524599458153048,-0.23165295337264738,UNCHANGED,21,23,0.46689894795417786,0.7496864199638367,0.003593041208883107,0.23524599458153048
H1,H1 vs Dense,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,13,-4,0.5086044073104858,0.2556024859325374,-0.2530019213779484,UNCHANGED,9,13,0.5086044073104858,0.10115446150302887,0.0026005645545889742,0.2556024859325374
H1,H1 vs Dense,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,3,15,0.5557105541229248,0.3462411473816833,-0.20946940674124148,PROMOTED,18,3,0.5557105541229248,8.315268516540527,0.1367717406404418,0.3462411473816833
H1,H1 vs Dense,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,19,-3,0.5743467211723328,0.2894400359597432,-0.28490668521258955,UNCHANGED,16,19,0.5743467211723328,1.2164994478225708,0.004533350747153717,0.2894400359597432
H1,H1 vs Dense,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,2,-1,0.650495707988739,0.34231372467672866,-0.30818198331201035,UNCHANGED,1,2,0.650495707988739,5.314400672912598,0.034131741364718325,0.34231372467672866
H1,H1 vs Dense,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,8,-7,0.6233232617378235,0.3385536861330885,-0.284769575604735,DEMOTED,1,8,0.6233232617378235,6.2650146484375,0.0537841105283535,0.3385536861330885
H1,H1 vs Dense,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,3,-2,0.6313807368278503,0.5228630726856842,-0.10851766414216613,UNCHANGED,1,3,0.6313807368278503,11.307939529418945,0.4143454085435181,0.5228630726856842
H1,H1 vs Dense,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,33,-7,0.5303848385810852,0.2690213115360818,-0.26136352704500343,UNCHANGED,26,33,0.5303848385810852,2.2713093757629395,0.007657784491078394,0.2690213115360818
H1,H1 vs Dense,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,23,1,0.5050852298736572,0.26007501548300804,-0.24501021439064918,UNCHANGED,24,23,0.5050852298736572,3.6395702362060547,0.015064801092358901,0.26007501548300804
H1,H1 vs Dense,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,7,0,0.5447832942008972,0.35165877091310005,-0.19312452328779717,UNCHANGED,7,7,0.5447832942008972,8.661650657653809,0.15853424762530283,0.35165877091310005
H1,H1 vs Dense,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,19,-2,0.5247721672058105,0.2641911231034785,-0.26058104410233207,UNCHANGED,17,19,0.5247721672058105,0.7591819763183594,0.0036100790011463517,0.2641911231034785
H2,H2 vs Dense,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.428148090839386,0.21563515531333957,-0.21251293552604641,UNCHANGED,3,3,0.428148090839386,0.467832088470459,0.0031222197872931554,0.21563515531333957
H2,H2 vs Dense,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,4,4,0,0.466714084148407,0.24007260594929056,-0.22664147819911643,UNCHANGED,4,4,0.466714084148407,3.4066836833953857,0.013431127750174153,0.24007260594929056
H2,H2 vs Dense,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,1,0,0.5079617500305176,0.2584292728582969,-0.24953247717222066,UNCHANGED,1,1,0.5079617500305176,2.573745012283325,0.008896795686076306,0.2584292728582969
H2,H2 vs Dense,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,6,0,0.5258427858352661,0.26766651479760045,-0.25817627103766566,UNCHANGED,6,6,0.5258427858352661,2.7040891647338867,0.009490243759934769,0.26766651479760045
H2,H2 vs Dense,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,5,5,0,0.5786083340644836,0.2930308677336648,-0.2855774663308188,UNCHANGED,5,5,0.5786083340644836,2.2167930603027344,0.007453401402845972,0.2930308677336648
H2,H2 vs Dense,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,3,0,0.6154555082321167,0.30931319703841964,-0.30614231119369706,UNCHANGED,3,3,0.6154555082321167,0.4988632798194885,0.003170885844722532,0.30931319703841964
H2,H2 vs Dense,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,7,7,0,0.6190251111984253,0.3107775935953387,-0.3082475176030866,UNCHANGED,7,7,0.6190251111984253,0.04605468362569809,0.002530075992252108,0.3107775935953387
H2,H2 vs Dense,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,13,14,-1,0.5578075647354126,0.2801954884296468,-0.2776120763057658,UNCHANGED,13,14,0.5578075647354126,0.0878850594162941,0.002583412123881038,0.2801954884296468
H2,H2 vs Dense,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,11,12,-1,0.5649251937866211,0.283753859322572,-0.28117133446404907,UNCHANGED,11,12,0.5649251937866211,0.08719626814126968,0.0025825248585229455,0.283753859322572
H2,H2 vs Dense,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,3,5,-2,0.6154380440711975,0.309455211013241,-0.3059828330579565,UNCHANGED,3,5,0.6154380440711975,0.6811255812644958,0.003472377955284556,0.309455211013241
H2,H2 vs Dense,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,15,-3,0.544538140296936,0.27352773751042325,-0.2710104027865128,UNCHANGED,12,15,0.544538140296936,0.035931844264268875,0.002517334723910481,0.27352773751042325
H2,H2 vs Dense,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,3,0,0.4967461824417114,0.2483730912208557,-0.2483730912208557,UNCHANGED,3,3,0.4967461824417114,0.0,0.0,0.2483730912208557
