session_id,session_code,query_id,gold_page_id,baseline_dense_rank,baseline_hit5,D0_rank,D0_hit5,D0_movement,D1_rank,D1_hit5,D1_movement,D2_rank,D2_hit5,D2_movement
S005_宁德时代_合规,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,2,True,6,False,DEMOTED_OUT_OF_TOP5,5,True,PRESERVED_HIT,6,False,DEMOTED_OUT_OF_TOP5
S005_宁德时代_合规,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,27,False,21,False,STILL_MISS,21,False,STILL_MISS,21,False,STILL_MISS
S005_宁德时代_合规,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,32,False,26,False,STILL_MISS,26,False,STILL_MISS,26,False,STILL_MISS
S005_宁德时代_合规,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,1,True,13,False,DEMOTED_OUT_OF_TOP5,14,False,DEMOTED_OUT_OF_TOP5,13,False,DEMOTED_OUT_OF_TOP5
S005_宁德时代_合规,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,3,True,16,False,DEMOTED_OUT_OF_TOP5,15,False,DEMOTED_OUT_OF_TOP5,16,False,DEMOTED_OUT_OF_TOP5
S005_宁德时代_合规,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,25,False,18,False,STILL_MISS,17,False,STILL_MISS,18,False,STILL_MISS
S005_宁德时代_合规,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,18,False,7,False,STILL_MISS,4,True,PROMOTED_INTO_TOP5,7,False,STILL_MISS
S005_宁德时代_合规,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,3,True,4,True,PRESERVED_HIT,8,False,DEMOTED_OUT_OF_TOP5,4,True,PRESERVED_HIT
S005_宁德时代_合规,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,5,True,2,True,PRESERVED_HIT,2,True,PRESERVED_HIT,2,True,PRESERVED_HIT
S005_宁德时代_合规,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,29,False,38,False,STILL_MISS,38,False,STILL_MISS,38,False,STILL_MISS
S005_宁德时代_合规,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,14,False,15,False,STILL_MISS,14,False,STILL_MISS,15,False,STILL_MISS
S005_宁德时代_合规,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,3,True,9,False,DEMOTED_OUT_OF_TOP5,11,False,DEMOTED_OUT_OF_TOP5,9,False,DEMOTED_OUT_OF_TOP5
S005_宁德时代_合规,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,38,False,39,False,STILL_MISS,39,False,STILL_MISS,39,False,STILL_MISS
